observer,trial,x,y,dur,on,off,n,timeInt,block
9,31,792.1,535.8,519,1293,1811,2,targOff,15
9,32,942.5,536.8,1517,-272,1244,1,waiting,15
9,32,792.9,533,2296,1270,3565,2,dotOff,15
9,33,942.2,538.2,1481,-271,1209,1,waiting,15
9,33,796.5,532.7,830,1235,2064,2,dotOff,15
9,34,961.6,528.7,1139,110,1248,1,waiting,15
9,35,951,534.6,1675,-271,1403,1,waiting,15
9,35,1100.2,542.5,786,1430,2215,2,dotOff,15
9,36,949.9,540.1,1789,-272,1516,1,waiting,15
9,36,1081.2,546.8,342,1540,1881,2,targOff,15
9,1,969,541.3,2206,9,2214,1,waiting,16
9,2,971.5,539.7,2262,-280,1981,1,waiting,16
9,2,990.1,531.8,96,2119,2214,2,targOff,16
9,3,959.5,529.4,2412,-280,2131,1,waiting,16
9,4,973.2,525.8,694,-280,413,1,waiting,16
9,4,958.3,533.7,626,539,1164,2,waiting,16
9,5,954.4,531.7,2495,-279,2215,1,waiting,16
9,6,967.3,525.3,2161,-280,1880,1,waiting,16
9,7,971.2,521.9,2495,-280,2214,1,waiting,16
9,8,968.9,530.1,2261,-279,1981,1,waiting,16
9,9,998.1,538.7,366,-280,85,1,waiting,16
9,9,970.8,534.3,635,280,914,2,waiting,16
9,10,965.1,540.8,2496,-281,2214,1,waiting,16
9,11,979.5,541.4,620,-277,342,1,waiting,16
9,11,964.8,534.9,734,514,1247,2,waiting,16
9,12,963,543.1,2495,-280,2214,1,waiting,16
9,13,977.3,544.1,2412,-280,2131,1,waiting,16
9,14,958.4,534.9,2078,-280,1797,1,waiting,16
9,15,960.1,546.1,2411,-279,2131,1,waiting,16
9,16,964.7,539.4,2429,-281,2147,1,waiting,16
9,17,956.4,542.7,2246,-280,1965,1,waiting,16
9,18,961.9,545.6,502,-281,220,1,waiting,16
9,18,954.4,540.8,631,367,997,2,waiting,16
9,19,955.7,548.4,2246,-280,1965,1,waiting,16
9,20,952.4,549.2,2412,-280,2131,1,waiting,16
9,21,951.1,561.4,2494,-279,2214,1,waiting,16
9,22,942.8,556.9,295,-281,13,1,waiting,16
9,22,962.2,557.2,2028,20,2047,2,waiting,16
9,23,962.5,546.3,2411,-279,2131,1,waiting,16
9,24,957.8,539.4,2380,-164,2215,1,waiting,16
9,25,965.4,537.8,2078,-280,1797,1,waiting,16
9,26,953.1,533.7,2494,-279,2214,1,waiting,16
9,27,948.2,528.3,2362,-280,2081,1,waiting,16
9,28,963.7,533.6,2346,-280,2065,1,waiting,16
9,29,968.4,541.1,411,-281,129,1,waiting,16
9,29,960.4,531.2,775,307,1081,2,waiting,16
9,30,960.1,534.7,2078,-280,1797,1,waiting,16
9,31,961.5,538.8,2327,-278,2048,1,waiting,16
9,32,953.8,538.5,2496,-281,2214,1,waiting,16
9,33,950.8,539.8,2161,-280,1880,1,waiting,16
9,34,960,535.6,671,-281,389,1,waiting,16
9,34,957.6,531.2,711,537,1247,2,waiting,16
9,35,951.3,542.1,2162,-280,1881,1,waiting,16
9,36,960.2,539.2,2245,-280,1964,1,waiting,16
