person,trial,times,events,block
1,3,1149,targOn,19
1,3,1183,targOff,19
1,4,1206,dotRemoved,19
1,4,1298,targOn,19
1,4,1332,targOff,19
1,5,808,dotRemoved,19
1,5,916,targOn,19
1,5,950,targOff,19
1,6,824,dotRemoved,19
1,6,933,targOn,19
1,6,967,targOff,19
1,7,808,dotRemoved,19
1,7,916,targOn,19
1,7,950,targOff,19
1,9,924,dotRemoved,19
1,9,1033,targOn,19
1,9,1067,targOff,19
1,10,974,dotRemoved,19
1,10,1083,targOn,19
1,10,1117,targOff,19
1,11,1057,dotRemoved,19
1,11,1165,targOn,19
1,11,1200,targOff,19
1,12,1036,dotRemoved,19
1,12,1145,targOn,19
1,12,1179,targOff,19
1,13,1022,dotRemoved,19
1,13,1131,targOn,19
1,13,1165,targOff,19
1,14,808,dotRemoved,19
1,14,916,targOn,19
1,14,951,targOff,19
1,15,1189,dotRemoved,19
1,15,1298,targOn,19
1,15,1332,targOff,19
1,16,1091,dotRemoved,19
1,16,1199,targOn,19
1,16,1233,targOff,19
1,17,908,dotRemoved,19
1,17,1016,targOn,19
1,17,1051,targOff,19
1,18,990,dotRemoved,19
1,18,1099,targOn,19
1,18,1133,targOff,19
1,19,1074,dotRemoved,19
1,19,1182,targOn,19
1,19,1217,targOff,19
1,20,974,dotRemoved,19
1,20,1083,targOn,19
1,20,1117,targOff,19
1,21,974,dotRemoved,19
1,21,1082,targOn,19
1,21,1117,targOff,19
1,22,789,dotRemoved,19
1,22,897,targOn,19
1,22,931,targOff,19
1,23,1241,dotRemoved,19
1,23,1366,targOn,19
1,23,1400,targOff,19
1,24,1124,dotRemoved,19
1,24,1233,targOn,19
1,24,1267,targOff,19
1,25,1074,dotRemoved,19
1,25,1183,targOn,19
1,25,1217,targOff,19
1,26,925,dotRemoved,19
1,26,1033,targOn,19
1,26,1067,targOff,19
1,27,1090,dotRemoved,19
1,27,1199,targOn,19
1,27,1233,targOff,19
1,28,808,dotRemoved,19
1,28,916,targOn,19
1,28,950,targOff,19
1,30,1108,dotRemoved,19
1,30,1217,targOn,19
1,30,1251,targOff,19
1,31,1225,dotRemoved,19
1,31,1350,targOn,19
1,31,1384,targOff,19
1,32,1207,dotRemoved,19
1,32,1316,targOn,19
1,32,1350,targOff,19
1,33,1036,dotRemoved,19
1,33,1145,targOn,19
1,33,1179,targOff,19
1,34,1107,dotRemoved,19
1,34,1215,targOn,19
1,34,1250,targOff,19
1,35,1025,dotRemoved,19
1,35,1133,targOn,19
1,35,1167,targOff,19
1,36,938,dotRemoved,19
1,36,1063,targOn,19
1,36,1097,targOff,19
1,37,824,dotRemoved,19
1,37,932,targOn,19
1,37,967,targOff,19
1,38,808,dotRemoved,19
1,38,916,targOn,19
1,38,950,targOff,19
1,39,820,dotRemoved,19
1,39,945,targOn,19
1,39,978,targOff,19
1,40,774,dotRemoved,19
1,40,882,targOn,19
1,40,916,targOff,19
1,2,966,dotRemoved,20
1,2,1082,targOn,20
1,2,1117,targOff,20
1,3,1033,dotRemoved,20
1,3,1149,targOn,20
1,3,1183,targOff,20
1,4,1233,dotRemoved,20
1,4,1350,targOn,20
1,4,1384,targOff,20
1,5,883,dotRemoved,20
1,5,999,targOn,20
1,5,1034,targOff,20
1,6,982,dotRemoved,20
1,6,1099,targOn,20
1,6,1133,targOff,20
1,7,849,dotRemoved,20
1,7,965,targOn,20
1,7,1000,targOff,20
1,8,1016,dotRemoved,20
1,8,1132,targOn,20
1,8,1167,targOff,20
1,9,1250,dotRemoved,20
1,9,1366,targOn,20
1,9,1400,targOff,20
1,10,950,dotRemoved,20
1,10,1066,targOn,20
1,10,1100,targOff,20
1,11,1233,dotRemoved,20
1,11,1350,targOn,20
1,11,1384,targOff,20
1,12,933,dotRemoved,20
1,12,1049,targOn,20
1,12,1083,targOff,20
1,13,1000,dotRemoved,20
1,13,1116,targOn,20
1,13,1150,targOff,20
1,14,800,dotRemoved,20
1,14,916,targOn,20
1,14,950,targOff,20
1,15,999,dotRemoved,20
1,15,1115,targOn,20
1,15,1150,targOff,20
1,16,832,dotRemoved,20
1,16,949,targOn,20
1,16,983,targOff,20
1,17,883,dotRemoved,20
1,17,1000,targOn,20
1,17,1034,targOff,20
1,18,916,dotRemoved,20
1,18,1032,targOn,20
1,18,1066,targOff,20
1,19,816,dotRemoved,20
1,19,933,targOn,20
1,19,967,targOff,20
1,20,949,dotRemoved,20
1,20,1066,targOn,20
1,20,1100,targOff,20
1,21,946,dotRemoved,20
1,21,1063,targOn,20
1,21,1097,targOff,20
1,22,1166,dotRemoved,20
1,22,1283,targOn,20
1,22,1317,targOff,20
1,23,849,dotRemoved,20
1,23,965,targOn,20
1,23,1000,targOff,20
1,24,1262,dotRemoved,20
1,24,1379,targOn,20
1,24,1413,targOff,20
1,25,766,dotRemoved,20
1,25,882,targOn,20
1,25,917,targOff,20
1,26,1166,dotRemoved,20
1,26,1282,targOn,20
1,26,1316,targOff,20
1,27,832,dotRemoved,20
1,27,949,targOn,20
1,27,983,targOff,20
1,28,866,dotRemoved,20
1,28,983,targOn,20
1,28,1017,targOff,20
1,29,1250,dotRemoved,20
1,29,1366,targOn,20
1,29,1400,targOff,20
1,30,779,dotRemoved,20
1,30,896,targOn,20
1,30,930,targOff,20
1,31,1199,dotRemoved,20
1,31,1316,targOn,20
1,31,1350,targOff,20
1,32,784,dotRemoved,20
1,32,900,targOn,20
1,32,934,targOff,20
1,33,1083,dotRemoved,20
1,33,1199,targOn,20
1,33,1233,targOff,20
1,34,799,dotRemoved,20
1,34,916,targOn,20
1,34,950,targOff,20
1,35,1167,dotRemoved,20
1,35,1284,targOn,20
1,35,1318,targOff,20
1,36,766,dotRemoved,20
1,36,882,targOn,20
1,36,916,targOff,20
1,37,1117,dotRemoved,20
1,37,1233,targOn,20
1,37,1267,targOff,20
1,38,951,dotRemoved,20
1,38,1067,targOn,20
1,38,1101,targOff,20
1,39,916,dotRemoved,20
1,39,1032,targOn,20
1,39,1067,targOff,20
1,40,1083,dotRemoved,20
1,40,1200,targOn,20
1,40,1234,targOff,20
