person blockN blockType trial flankerSide targetSide respG respC targOri saccStart
7 19 1 17 inner right 1 down up 0.075146
7 19 1 18 outer right 0 down up 0.158526
7 19 1 19 none right 0 NaN up NaN
7 19 1 20 none right 0 NaN right NaN
7 19 1 21 outer left 1 down up 0.158211
7 19 1 22 inner right 0 right left 0.158149
7 19 1 23 none right 1 down up 0.291564
7 19 1 24 outer left 1 left right 0.289878
7 19 1 25 inner left 1 down up 0.074901
7 19 1 26 none left 0 NaN right NaN
7 19 1 27 outer left 0 NaN up NaN
7 19 1 28 inner right 0 up down 0.000000
7 19 1 29 inner left 1 right left 0.255507
7 19 1 30 outer left 1 right right 0.291789
7 19 1 31 none right 0 NaN down NaN
7 19 1 32 inner right 1 right left 0.291533
7 19 1 33 inner right 1 up down 0.278934
7 19 1 34 none right 1 down up 0.457932
7 19 1 35 inner left 0 NaN up NaN
7 19 1 36 outer left 0 NaN left NaN
7 20 2 1 none left 1 down up NaN
7 20 2 2 inner left 1 down up NaN
7 20 2 3 none right 0 NaN down NaN
7 20 2 4 inner right 1 left right NaN
7 20 2 5 inner left 1 right left NaN
7 20 2 6 inner right 0 NaN right NaN
7 20 2 7 none left 1 left right NaN
7 20 2 8 outer right 0 NaN left NaN
7 20 2 9 outer right 1 left right NaN
7 20 2 10 inner right 1 up down NaN
7 20 2 11 inner left 1 left right NaN
7 20 2 12 outer right 0 NaN left NaN
7 20 2 13 outer left 1 up down NaN
7 20 2 14 inner left 1 up down NaN
7 20 2 15 none left 1 left right NaN
7 20 2 16 inner right 1 up down NaN
7 20 2 17 none right 0 NaN down NaN
7 20 2 18 inner left 1 up down NaN
7 20 2 19 outer right 1 up right NaN
7 20 2 20 outer right 1 down right NaN
7 20 2 21 none right 1 left right NaN
7 20 2 22 none right 1 left up NaN
7 20 2 23 outer left 0 NaN right NaN
7 20 2 24 inner left 1 right left NaN
7 20 2 25 outer left 1 left right NaN
7 20 2 26 outer right 0 NaN right NaN
7 20 2 27 none left 1 down up NaN
7 20 2 28 inner left 1 down up NaN
7 20 2 29 none left 1 down up NaN
7 20 2 30 none right 1 up down NaN
7 20 2 31 inner right 1 down up NaN
7 20 2 32 outer left 1 up right NaN
7 20 2 33 none right 0 NaN left NaN
7 20 2 34 none left 0 down up NaN
7 20 2 35 outer right 1 up right NaN
7 20 2 36 outer right 1 up down NaN
