person blockN blockType trial flankerSide targetSide respG respC targOri saccStart targOnTimeStamp targOffTimeStamp
11 6 2 7 outer right 1 down down NaN 1.331415 1.364652
11 6 2 8 none right 1 left left NaN 1.347999 1.381342
11 6 2 9 outer left 0 up up NaN 1.331289 1.364625
11 6 2 10 outer right 1 up up NaN 1.248020 1.281295
11 6 2 11 none right 1 up up NaN 1.264628 1.297959
11 6 2 12 none left 1 left left NaN 1.431285 1.464604
11 6 2 13 outer left 1 up right NaN 1.598031 1.631359
11 6 2 14 inner left 1 up down NaN 1.431293 1.464608
11 6 2 15 inner right 1 left down NaN 1.248923 1.282233
11 6 2 16 inner left 1 right right NaN 1.414628 1.447954
11 6 2 17 both right 1 up left NaN 1.348053 1.381297
11 6 2 18 both right 1 left right NaN 1.347964 1.381287
11 6 2 19 outer left 1 right right NaN 1.497968 1.531306
11 6 2 20 outer left 1 down down NaN 1.681314 1.714640
11 6 2 21 none left 1 down down NaN 1.248028 1.281288
11 6 2 22 inner left 1 right right NaN 1.431306 1.464637
11 6 2 23 none left 1 right right NaN 1.577729 1.611070
11 6 2 24 inner right 1 left right NaN 1.514489 1.547821
11 6 2 25 inner right 1 left up NaN 1.431314 1.464642
11 6 2 26 inner right NaN NaN down NaN 0.000000 0.000000
11 6 2 27 outer left 1 right right NaN 1.581347 1.614661
11 6 2 28 both left 1 right down NaN 1.664624 1.697955
11 6 2 29 none right 1 down right NaN 1.664637 1.697963
11 6 2 30 outer left 1 right right NaN 1.664710 1.697974
11 6 2 31 inner left 1 up left NaN 1.514593 1.547906
11 6 2 32 none right 1 left left NaN 1.247959 1.281278
11 6 2 33 none right 1 down down NaN 1.414504 1.447810
11 6 2 34 both left 1 up up NaN 1.431346 1.464672
11 6 2 35 inner right 1 left down NaN 1.664698 1.698034
11 6 2 36 none left 1 down right NaN 1.248047 1.281304
11 6 2 37 none left 1 up up NaN 1.514570 1.547889
11 6 2 38 inner right 1 left left NaN 1.331261 1.364562
11 6 2 39 outer right 1 left right NaN 1.431308 1.464617
11 6 2 40 inner right 1 down down NaN 1.602206 1.648225
11 6 2 41 none right 1 left up NaN 1.498049 1.531293
11 6 2 42 inner right 1 down up NaN 1.414684 1.447942
11 6 2 43 both right 1 left up NaN 1.248582 1.281829
11 6 2 44 both left 1 down left NaN 1.581694 1.615035
11 6 2 45 both left 1 down up NaN 1.664658 1.697988
11 6 2 46 none right 1 up right NaN 1.581346 1.614607
11 6 2 47 both left 1 up right NaN 1.663886 1.697226
11 6 2 48 both left NaN NaN left NaN 0.000000 0.000000
11 7 1 1 both left NaN NaN left NaN 1.518870 1.564730
11 7 1 2 inner right 1 up up 0.000000 1.598497 1.631812
11 7 1 3 outer left 1 down down 0.000000 1.497966 1.531291
11 7 1 4 both right 1 down down 0.000000 1.681879 1.715213
11 7 1 5 inner left 1 down down 0.000000 1.581378 1.614623
11 7 1 6 none right 1 up up 0.000000 1.247948 1.281263
11 7 1 7 none right 1 left left 0.000000 1.681362 1.714601
11 7 1 8 inner left 1 right right 0.000000 1.347843 1.381180
11 7 1 9 outer right 1 left left 0.000000 1.347933 1.381327
11 7 1 10 both right 1 up up 0.000000 1.498026 1.531307
11 7 1 11 none right 1 down down 0.000000 1.414614 1.447868
11 7 1 12 none left 1 right down 0.000000 1.247976 1.281319
11 7 1 13 none left 1 down down 0.000000 1.415288 1.448616
11 7 1 14 both left 1 up up 0.000000 1.414623 1.447934
11 7 1 15 both right 1 down down 0.000000 1.248021 1.281272
11 7 1 16 outer left 1 left left 0.000000 1.248037 1.281305
11 7 1 17 both left 1 down down 0.000000 1.414668 1.448242
11 7 1 18 both right 1 right right 0.000000 1.514696 1.547965
11 7 1 19 none right 1 down down 0.000000 1.514635 1.547963
11 7 1 20 inner left NaN NaN right NaN 1.414704 1.447971
11 7 1 21 none left 1 right right 0.000000 1.664716 1.698128
11 7 1 22 inner right 1 right right 0.000000 1.248081 1.281305
11 7 1 23 both right 1 up up 0.000000 1.581356 1.614622
11 7 1 24 inner right 1 left left 0.000000 1.498038 1.531289
11 7 1 25 outer left 1 right right 0.000000 1.331327 1.364612
11 7 1 26 outer right 1 down down 0.000000 1.248015 1.281351
11 7 1 27 none right 1 left left 0.000000 1.414616 1.447959
11 7 1 28 both right 1 right right 0.000000 1.664620 1.697882
11 7 1 29 both left 1 down down 0.000000 1.498045 1.531300
11 7 1 30 none right 1 left left 0.000000 1.497977 1.531288
11 7 1 31 inner right 1 left right 0.413715 1.249014 1.282352
11 7 1 32 inner left NaN NaN left NaN 1.664563 1.697892
11 7 1 33 inner right NaN NaN down NaN 1.262542 1.295828
11 7 1 34 outer right 1 right right 0.000000 1.662783 1.696102
11 7 1 35 none left 1 up up 0.000000 1.264692 1.297947
11 7 1 36 inner left 1 up up 0.000000 1.329608 1.362930
11 7 1 37 none left 1 up up 0.000000 1.581423 1.614660
11 7 1 38 outer left NaN NaN up NaN 1.498018 1.531273
11 7 1 39 inner right 1 up up 0.000000 1.414627 1.448020
11 7 1 40 outer left NaN NaN right NaN 1.664628 1.697964
11 7 1 41 inner left 1 right right 0.000000 1.331340 1.364604
11 7 1 42 none left NaN NaN up NaN 1.331362 1.364648
11 7 1 43 both left 1 right up 0.000000 1.414610 1.447936
11 7 1 44 outer left NaN NaN up NaN 1.248233 1.281498
11 7 1 45 outer right 1 left left 0.000000 1.347809 1.381126
11 7 1 46 outer right 1 left left 0.000000 1.432069 1.465377
11 7 1 47 outer left NaN NaN down NaN 1.581380 1.614642
11 7 1 48 both left NaN NaN up NaN 1.414595 1.447858
11 8 2 1 both left 0 left left NaN 1.494110 1.526700
11 8 2 2 none right 1 down down NaN 1.247876 1.281218
11 8 2 3 both right 1 up up NaN 1.248030 1.281309
11 8 2 4 inner left 1 up right NaN 1.249023 1.282266
11 8 2 5 both left 1 left up NaN 1.247976 1.281234
11 8 2 6 both left 1 up right NaN 1.601828 1.647966
11 8 2 7 inner right 1 up left NaN 1.664627 1.697946
11 8 2 8 none left 1 left left NaN 1.681305 1.714648
11 8 2 9 outer left 1 down down NaN 1.264620 1.297960
11 8 2 10 none right 1 up down NaN 1.264602 1.297941
11 8 2 11 both right 1 up right NaN 1.498022 1.531285
11 8 2 12 outer right 1 down down NaN 1.331357 1.364617
11 8 2 13 none right 1 down right NaN 1.331188 1.364517
11 8 2 14 none right NaN NaN down NaN 0.000000 0.000000
11 8 2 15 both left 1 up left NaN 1.581333 1.614663
11 8 2 16 both right 1 left up NaN 1.414621 1.447928
11 8 2 17 inner left 1 up up NaN 1.581302 1.614627
11 8 2 18 both right NaN NaN down NaN 1.665484 1.698739
11 8 2 19 inner right 1 down left NaN 1.664645 1.697953
11 8 2 20 outer right 1 up right NaN 1.498007 1.531599
11 8 2 21 inner right 1 left left NaN 1.498034 1.531289
11 8 2 22 none left 1 up up NaN 1.264627 1.297949
11 8 2 23 both left 1 right left NaN 1.581292 1.614616
11 8 2 24 none left NaN NaN down NaN 0.000000 0.000000
11 8 2 25 none right 1 up up NaN 1.597946 1.631271
11 8 2 26 both left 1 right down NaN 1.497949 1.531271
11 8 2 27 inner left 1 right right NaN 1.581280 1.614617
11 8 2 28 both right 1 left right NaN 1.497936 1.531343
11 8 2 29 none right 1 down left NaN 1.247979 1.281324
11 8 2 30 outer right 1 down down NaN 1.347946 1.381280
11 8 2 31 none right 1 up up NaN 1.498026 1.531349
11 8 2 32 outer left 1 up right NaN 1.667766 1.714700
11 8 2 33 outer right 1 left right NaN 1.497903 1.531242
11 8 2 34 inner left 1 up up NaN 1.414942 1.448191
11 8 2 35 inner right 1 down down NaN 1.364644 1.397954
11 8 2 36 inner right 1 left up NaN 1.579012 1.612328
11 8 2 37 none left NaN NaN up NaN 1.248049 1.281309
11 8 2 38 outer right 1 up up NaN 1.597909 1.631153
11 8 2 39 both left 1 up up NaN 1.414621 1.447947
11 8 2 40 outer right 1 right up NaN 1.598019 1.631319
11 8 2 41 none left 1 up up NaN 1.497968 1.531288
11 8 2 42 inner right NaN NaN down NaN 0.000000 0.000000
11 8 2 43 inner right 1 down up NaN 1.248085 1.281408
11 8 2 44 outer right 1 right left NaN 1.264684 1.297941
11 8 2 45 outer left 1 left left NaN 1.329660 1.362987
11 8 2 46 outer right 1 right right NaN 1.347957 1.381287
11 8 2 47 outer left 0 up up NaN 1.247965 1.281286
11 8 2 48 inner right 1 up up NaN 1.414702 1.448279
11 9 1 1 inner left 1 right down 0.000000 1.598053 1.631303
11 9 1 2 outer right NaN NaN left NaN 1.431350 1.464607
11 9 1 3 both left 1 down down 0.000000 1.664569 1.697817
11 9 1 4 none right 1 down down 0.000000 1.498043 1.531306
11 9 1 5 inner left 1 down down 0.000000 1.514694 1.547940
11 9 1 6 none right 1 right right 0.000000 1.331527 1.364843
11 9 1 7 both left NaN NaN left NaN 1.248244 1.281572
11 9 1 8 both left 1 right right 0.000000 1.514876 1.548270
11 9 1 9 none right 1 right right 0.000000 1.664698 1.697988
11 9 1 10 both left NaN NaN right NaN 1.413098 1.446309
11 9 1 11 inner left NaN NaN right NaN 1.264690 1.297966
11 9 1 12 none left 1 up up 0.000000 1.581359 1.614612
11 9 1 13 inner right 1 left left 0.000000 1.681455 1.714612
11 9 1 14 none right 1 down down 0.000000 1.331351 1.367859
11 9 1 15 inner right 1 down down 0.000000 1.664708 1.697962
11 9 1 16 inner right 1 left left 0.000000 1.581368 1.614629
11 9 1 17 none right 1 right right 0.000000 1.247967 1.281217
11 9 1 18 both right 1 left left 0.000000 1.247959 1.281230
11 9 1 19 inner left 1 down down 0.000000 1.597943 1.631284
11 9 1 20 outer right 1 down down 0.000000 1.514614 1.547955
11 9 1 21 inner right 1 down down 0.000000 1.331361 1.381315
11 9 1 22 outer right 1 left left 0.000000 1.331336 1.364668
11 9 1 23 none right 1 left left 0.000000 1.598018 1.631278
11 9 1 24 none right 1 down down 0.000000 1.664717 1.698030
11 9 1 25 inner right NaN NaN down NaN 1.264695 1.298031
11 9 1 26 outer right 1 up up 0.000000 1.414684 1.448025
11 9 1 27 none right 1 down down 0.000000 1.414574 1.447902
11 9 1 28 both left NaN NaN right NaN 1.331353 1.364659
11 9 1 29 outer right 1 right right 0.000000 1.247980 1.298018
11 9 1 30 outer right 1 up up 0.000000 1.665019 1.698260
11 9 1 31 inner left 1 left left 0.000000 1.581367 1.614627
11 9 1 32 outer right 1 up up 0.000000 1.598219 1.631546
11 9 1 33 inner right 1 left left 0.000000 1.347960 1.381277
11 9 1 34 none left NaN NaN right NaN 1.664713 1.697990
11 9 1 35 both left 1 left left 0.000000 1.598049 1.631288
11 9 1 36 both left 1 left left 0.000000 1.498047 1.531339
11 9 1 37 inner right 1 down down 0.000000 1.414623 1.447949
11 9 1 38 outer right 1 down down 0.000000 1.664634 1.697973
11 9 1 39 both right 1 left left 0.000000 1.447908 1.481240
11 9 1 40 none right 1 right right 0.000000 1.247950 1.281305
11 9 1 41 outer left NaN NaN down NaN 1.331430 1.364681
11 9 1 42 outer left 1 left left 0.000000 1.595896 1.629228
11 9 1 43 none left 1 left left 0.000000 1.681301 1.714616
11 9 1 44 both left 1 right right 0.000000 1.581376 1.614642
11 9 1 45 both right 1 up up 0.000000 1.597959 1.631282
11 9 1 46 outer left 1 right down 0.000000 1.664712 1.697973
11 9 1 47 outer left 1 down down 0.413908 1.414650 1.447994
11 9 1 48 both left NaN NaN up NaN 1.347969 1.381370
11 10 2 1 both right 1 right right NaN 1.593369 1.626627
11 10 2 2 none right 0 left left NaN 1.347964 1.381304
11 10 2 3 none right 1 down right NaN 1.514601 1.547932
11 10 2 4 inner right 1 left left NaN 1.514630 1.547968
11 10 2 5 none right 1 up up NaN 1.331361 1.364618
11 10 2 6 outer left 1 right right NaN 1.497993 1.531300
11 10 2 7 inner right 1 left left NaN 1.514627 1.547961
11 10 2 8 both right 1 down left NaN 1.581290 1.614700
11 10 2 9 none right 1 up up NaN 1.347964 1.381277
11 10 2 10 none right 1 down down NaN 1.364613 1.397937
11 10 2 11 both left 1 up left NaN 1.247895 1.281233
11 10 2 12 both left 1 left left NaN 1.598021 1.631372
11 10 2 13 none right NaN NaN up NaN 0.000000 0.000000
11 10 2 14 both left 0 up left NaN 1.331330 1.364734
11 10 2 15 both right 1 down down NaN 1.414688 1.447950
11 10 2 16 inner right 1 down down NaN 1.331368 1.364632
11 10 2 17 outer left 1 right left NaN 1.598032 1.631290
11 10 2 18 both left 1 left left NaN 1.681297 1.714626
11 10 2 19 none left 1 down down NaN 1.664690 1.697940
11 10 2 20 outer left 0 up up NaN 1.347973 1.381320
11 10 2 21 inner right 1 left down NaN 1.248035 1.281294
