person blockN blockType trial flankerSide targetSide respG respC targOri saccStart targDisplayLat dotRemoveTimeStamp targOnTimeStamp targOffTimeStamp
3 3 1 21 none right 1 down down 0.233030 0.099613 1.216226 1.348075 1.398064
3 3 1 22 inner right NaN NaN up NaN 0.099633 0.949310 1.064522 1.114477
3 3 1 23 inner left NaN NaN down NaN 0.099633 1.166150 1.297825 1.347855
3 3 1 24 outer right 1 left left 0.232861 0.099633 1.016314 1.148049 1.198071
3 3 1 25 inner left 1 up up 0.249610 0.099639 0.799585 0.914752 0.964792
3 3 1 26 inner right 1 right up 0.232894 0.099646 1.011953 1.143732 1.193736
3 3 1 27 none right 1 down down 0.216331 0.107968 0.964140 1.095952 1.145973
3 3 1 28 none right 1 up up 0.249639 0.116291 0.782776 0.914602 0.964648
3 3 1 29 outer right NaN NaN right NaN 0.116311 1.232935 1.381327 1.431407
3 3 1 30 outer right NaN NaN down NaN 0.116311 0.961746 1.110172 1.160175
3 3 1 31 both left NaN NaN down NaN 0.116311 0.816245 0.964732 1.014724
3 3 1 32 both left 1 up up 0.198439 0.116311 0.799632 0.947999 0.998053
3 3 1 33 inner right NaN NaN left NaN 0.116291 0.782740 0.914504 0.964503
3 3 1 34 inner right NaN NaN up NaN 0.116291 NaN 0.000000 0.000000
3 3 1 35 both left NaN NaN up NaN 0.116291 1.149668 1.298091 1.348021
3 3 1 36 outer right 1 down left 0.198449 0.116291 1.133064 1.281458 1.331488
3 3 1 37 none left 1 up up 0.216364 0.107968 1.166200 1.297974 1.347975
3 3 1 38 both left NaN NaN up NaN 0.116291 0.933579 1.065392 1.115412
3 3 1 39 outer left 1 up down 0.232928 0.116291 0.914206 1.062628 1.112616
3 3 1 40 outer right NaN NaN right NaN 0.116311 NaN 0.000000 0.000000
3 4 2 1 both left NaN NaN up NaN 0.116311 1.116604 1.265100 1.315087
3 4 2 2 outer left 1 right down NaN 0.116311 0.916363 1.064833 1.114837
3 4 2 3 both right 1 left right NaN 0.116311 1.099539 1.231374 1.281377
3 4 2 4 none right 1 up right NaN 0.116311 1.132815 1.281296 1.331308
3 4 2 5 both left 1 right right NaN 0.116311 0.949696 1.097986 1.147971
3 4 2 6 both right 1 left left NaN 0.116311 0.828428 0.976767 1.026830
3 4 2 7 none left 1 left left NaN 0.116311 1.066092 1.214501 1.264571
3 4 2 8 inner right 1 down down NaN 0.116311 1.199421 1.331258 1.381252
3 4 2 9 outer right 1 left up NaN 0.116311 1.216245 1.364709 1.414643
3 4 2 10 inner left 1 right down NaN 0.116311 0.761530 0.910015 0.959945
3 4 2 11 both left 1 right right NaN 0.116311 1.228186 1.376646 1.426552
3 4 2 12 inner right 1 left right NaN 0.116311 1.032949 1.181245 1.231318
3 4 2 13 inner right 1 right right NaN 0.116311 0.966242 1.114776 1.164656
3 4 2 14 both left 1 right down NaN 0.116311 1.116243 1.264719 1.314647
3 4 2 15 outer left 1 right right NaN 0.116311 0.949651 1.097998 1.148048
3 4 2 16 none left 1 right right NaN 0.116311 1.132932 1.281344 1.331349
3 4 2 17 none right 1 up up NaN 0.116311 1.232996 1.381374 1.431308
3 4 2 18 inner left 1 right down NaN 0.116311 0.866590 1.015111 1.065153
3 4 2 19 outer right 1 right left NaN 0.116311 0.999656 1.148039 1.198014
3 4 2 20 none right 1 left left NaN 0.116311 1.066072 1.197852 1.247919
3 4 2 21 outer right 1 up down NaN 0.116311 0.866147 1.014550 1.064587
3 4 2 22 outer left 1 right right NaN 0.116311 0.916444 1.064812 1.114881
3 4 2 23 none left 1 right up NaN 0.116311 0.866993 1.015531 1.065554
3 4 2 24 both right 1 down down NaN 0.116311 1.099459 1.247981 1.297896
3 4 2 25 none left 1 right up NaN 0.116311 0.899551 1.047998 1.098073
3 4 2 26 outer left 1 up up NaN 0.116311 0.816287 0.964717 1.014715
3 4 2 27 inner left 1 right left NaN 0.116311 0.895299 1.043729 1.093693
3 4 2 28 inner right 1 left down NaN 0.116311 1.149625 1.298026 1.348032
3 4 2 29 both left 1 right down NaN 0.116311 1.166580 1.315070 1.365097
3 4 2 30 none right 1 left down NaN 0.116311 0.832850 0.981356 1.031358
3 4 2 31 inner right 1 left right NaN 0.116311 1.216800 1.365200 1.415197
3 4 2 32 inner left 0 up up NaN 0.116311 1.032670 1.181022 1.231099
3 4 2 33 none left 1 right down NaN 0.116311 1.114940 1.246810 1.296780
3 4 2 34 outer left 1 right right NaN 0.116311 0.949566 1.097993 1.147949
3 4 2 35 none left 1 right left NaN 0.116311 1.099470 1.247907 1.297912
3 4 2 36 outer left 1 right up NaN 0.116311 0.899397 1.047822 1.097894
3 4 2 37 inner left 1 right right NaN 0.116311 0.949601 1.098001 1.148067
3 4 2 38 both left 1 right right NaN 0.116311 0.782746 0.914590 0.964578
3 4 2 39 both left 1 right right NaN 0.116311 0.912097 1.060442 1.110443
3 4 2 40 outer left 1 right down NaN 0.116311 1.067162 1.198996 1.249004
3 5 1 1 inner left 1 up left 0.199716 0.116311 0.965991 1.097785 1.147851
3 5 1 2 none left 1 down up 0.232958 0.099716 0.766277 0.898061 0.948060
3 5 1 3 none left 1 down up 0.180248 0.116337 1.117050 1.265468 1.315533
3 5 1 4 inner left 1 left down 0.199472 0.099716 1.033756 1.165417 1.215417
3 5 1 5 outer left 1 left left 0.181726 0.099594 0.982950 1.114648 1.164656
3 5 1 6 both right 1 right up 0.199648 0.099472 1.232748 1.347796 1.397867
3 5 1 7 both left 1 down down 0.216290 0.099560 0.833046 0.964833 1.014832
3 5 1 8 none right 1 up down 0.199526 0.099648 1.199634 1.331310 1.381330
3 5 1 9 outer right 1 right left 0.216182 0.099587 1.066104 1.181108 1.231246
3 5 1 10 none right 1 down up 0.199437 0.099648 0.882956 1.014632 1.064549
3 5 1 11 outer left NaN NaN up NaN 0.099587 0.830751 0.962418 1.012430
3 5 1 12 outer left NaN NaN right NaN 0.099587 0.799676 0.931372 0.981377
3 5 1 13 inner left NaN NaN down NaN 0.099587 0.899621 1.014730 1.064660
3 5 1 14 outer right NaN NaN left NaN 0.099587 0.917112 1.032304 1.082300
3 5 1 15 none right NaN NaN up NaN 0.099587 1.149581 1.264736 1.314661
3 5 1 16 inner left NaN NaN down NaN 0.099587 0.799443 0.914652 0.964650
3 5 1 17 outer left NaN NaN down NaN 0.099587 0.947154 1.078918 1.128853
3 5 1 18 both right 1 down left 0.249621 0.099587 0.916106 1.031215 1.081270
3 5 1 19 both right 1 right down 0.249635 0.099648 0.882711 1.014505 1.064492
3 5 1 20 both right 1 down up 0.199677 0.099682 1.049431 1.181282 1.231271
3 5 1 21 none left NaN NaN up NaN 0.099677 1.066042 1.197807 1.247895
3 5 1 22 both left 1 left left 0.199614 0.099677 0.999498 1.131274 1.181278
3 5 1 23 inner left NaN NaN up NaN 0.099663 0.782386 0.914171 0.964141
3 5 1 24 both left NaN NaN right NaN 0.099663 0.849600 0.981385 1.031322
3 5 1 25 none left NaN NaN right NaN 0.099663 0.766391 0.898218 0.948148
3 5 1 26 outer left NaN NaN left NaN 0.099663 0.900483 1.032180 1.082104
3 5 1 27 outer left NaN NaN down NaN 0.099663 0.982746 1.097939 1.147917
3 5 1 28 inner left NaN NaN left NaN 0.099663 1.116096 1.231229 1.281228
3 5 1 29 inner right 1 right up 0.199628 0.099663 1.082900 1.214633 1.264702
3 5 1 30 both right NaN NaN up NaN 0.099648 1.232661 1.364427 1.414428
3 5 1 31 inner right 1 right down 0.216200 0.099648 1.082899 1.214655 1.264587
3 5 1 32 both right 1 down left 0.216378 0.099663 0.816310 0.948012 0.998089
3 5 1 33 none left NaN NaN left NaN 0.099677 0.799492 0.931317 0.981334
3 5 1 34 none right 1 down down 0.349631 0.099677 0.832806 0.964565 1.014623
3 5 1 35 both left 1 left up 0.182903 0.099696 0.962868 1.077942 1.127938
3 5 1 36 outer left 1 up right 0.181713 0.099677 1.049629 1.181386 1.231331
3 5 1 37 inner right NaN NaN right NaN 0.099663 0.833498 0.965237 1.015302
3 5 1 38 none left 1 up up 0.199551 0.099663 1.249578 1.381271 1.431276
3 5 1 39 outer right 1 down left 0.199563 0.099648 1.082894 1.214622 1.264639
3 5 1 40 inner left NaN NaN down NaN 0.099638 0.999471 1.131217 1.181300
3 6 2 1 inner left NaN NaN up NaN 0.099638 0.949555 1.081199 1.131275
3 6 2 2 both left 0 right up NaN 0.099638 0.932945 1.064616 1.114694
3 6 2 3 none right 1 up left NaN 0.099638 0.833052 0.964839 1.014873
3 6 2 4 inner left 1 right down NaN 0.099638 1.166224 1.297976 1.347971
3 6 2 5 both right 1 left up NaN 0.099638 0.799556 0.931270 0.981268
3 6 2 6 both left 1 right right NaN 0.099638 1.066231 1.198061 1.248080
3 6 2 7 inner right 1 up down NaN 0.099638 0.832876 0.964601 1.014535
3 6 2 8 outer right 1 up left NaN 0.099638 1.116198 1.231315 1.281391
3 6 2 9 both right 1 up up NaN 0.099638 0.966225 1.097890 1.147993
3 6 2 10 both left 1 up up NaN 0.099638 0.766695 0.898440 0.948526
3 6 2 11 outer left 0 left down NaN 0.099638 0.911759 1.043426 1.093502
3 6 2 12 none left 1 right down NaN 0.099638 1.166397 1.298051 1.348065
3 6 2 13 both left 1 left left NaN 0.099638 0.832897 0.964652 1.014669
3 6 2 14 outer left 1 up left NaN 0.099638 0.862085 0.993762 1.043764
3 6 2 15 inner left 0 right right NaN 0.099638 0.832866 0.964684 1.014711
3 6 2 16 none left 1 up up NaN 0.099638 1.199583 1.331388 1.381322
3 6 2 17 outer right 1 left left NaN 0.099638 1.078033 1.209826 1.259786
3 6 2 18 inner right 1 up up NaN 0.099638 0.995615 1.127425 1.177475
3 6 2 19 inner left 1 right right NaN 0.099638 1.016307 1.148062 1.198059
3 6 2 20 both left 1 right right NaN 0.099638 1.032746 1.164600 1.214489
3 6 2 21 outer right 1 left left NaN 0.099638 0.932903 1.064656 1.114657
3 6 2 22 none left 1 up left NaN 0.099638 1.232833 1.364664 1.414599
3 6 2 23 outer left 1 up right NaN 0.099638 1.199586 1.331325 1.381386
3 6 2 24 outer right 1 left up NaN 0.099638 0.898323 1.030083 1.080115
3 6 2 25 none right 1 left left NaN 0.099638 1.016185 1.147937 1.197856
3 6 2 26 none left 1 right right NaN 0.099638 0.966278 1.081422 1.131395
3 6 2 27 inner right 1 left down NaN 0.099638 0.866181 0.997879 1.047873
3 6 2 28 none right 1 up left NaN 0.099638 0.866289 0.998054 1.048064
3 6 2 29 inner right 1 left left NaN 0.099638 1.180938 1.312776 1.362760
3 6 2 30 both right 1 right right NaN 0.099638 1.197385 1.329216 1.379154
3 6 2 31 both right 1 up up NaN 0.099638 1.249568 1.381394 1.431331
3 6 2 32 none right 1 left right NaN 0.099638 1.266121 1.397849 1.447877
3 6 2 33 outer right 1 up left NaN 0.099638 1.066213 1.197974 1.247979
3 6 2 34 none left 1 left left NaN 0.099638 1.148697 1.280315 1.330382
3 6 2 35 inner left 0 left up NaN 0.099638 0.782964 0.914729 0.964709
3 6 2 36 outer left 1 right down NaN 0.099638 1.148792 1.280507 1.330499
3 6 2 37 none left 1 up up NaN 0.099638 0.949542 1.081294 1.131362
3 6 2 38 outer right 1 up up NaN 0.099638 0.899660 1.031357 1.081354
3 6 2 39 both left 1 right left NaN 0.099638 1.066179 1.197905 1.247899
3 6 2 40 inner right 1 left right NaN 0.099638 0.933034 1.064709 1.114647
3 7 1 1 inner left 1 up left 0.199671 0.099638 1.016120 1.147955 1.197947
3 7 1 2 none right 1 down down 0.232958 0.099671 1.099619 1.231403 1.281338
3 7 1 3 none right 1 up left 0.249666 0.116315 0.911986 1.060415 1.110487
3 7 1 4 inner right 1 right right 0.191419 0.132958 1.049552 1.214549 1.264551
3 7 1 5 outer left 1 left up 0.216175 0.116315 1.079924 1.228317 1.278253
3 7 1 6 outer left 1 up up 0.181769 0.116175 1.249574 1.381316 1.431321
3 7 1 7 inner right 1 down up 0.266346 0.107923 1.049556 1.181396 1.231319
3 7 1 8 inner left 1 up up 0.181747 0.116175 1.083015 1.214722 1.264726
3 7 1 9 inner right 1 down right 0.216217 0.107923 1.132962 1.264663 1.314669
3 7 1 10 outer right 1 left left 0.266323 0.116175 0.849343 0.981210 1.031146
3 7 1 11 outer right NaN NaN up NaN 0.116196 0.916707 1.048469 1.098531
3 7 1 12 both right NaN NaN up NaN 0.116196 0.962258 1.094089 1.144071
3 7 1 13 inner right 1 up left 0.216158 0.116196 0.966313 1.098035 1.148081
3 7 1 14 both left 1 right right 0.199726 0.116175 1.016181 1.147972 1.198065
3 7 1 15 outer left 1 up down 0.216304 0.116166 1.032932 1.164731 1.214732
3 7 1 16 none right 1 down down 0.232916 0.116175 1.016263 1.147975 1.197982
3 7 1 17 none right NaN NaN up NaN 0.116196 0.882848 1.014703 1.064637
3 7 1 18 none left 1 down right 0.158395 0.116196 1.066108 1.197957 1.247977
3 7 1 19 both left 1 up left 0.216270 0.116175 0.866221 0.998051 1.047990
3 7 1 20 none left 1 left left 0.181813 0.116196 1.232941 1.364812 1.414741
3 7 1 21 both left 1 up up 0.199653 0.116175 1.016227 1.148059 1.197981
3 7 1 22 none left 1 up up 0.216165 0.116166 0.983009 1.114729 1.164682
3 7 1 23 outer right NaN NaN up NaN 0.116165 0.882978 1.014726 1.064731
3 7 1 24 both left 1 up right 0.198384 0.116165 0.932813 1.081164 1.131173
3 7 1 25 both left 0 up right 0.449606 0.116161 0.832781 0.964483 1.014543
3 7 1 26 none right NaN NaN left NaN 0.116165 1.095230 1.227034 1.277034
3 7 1 27 outer right 1 up down 0.316170 0.116165 0.799638 0.931309 0.981325
3 7 1 28 inner right 1 down left 0.199536 0.116170 1.033381 1.165083 1.215082
3 7 1 29 both right 1 up up 0.199678 0.116165 1.082395 1.214165 1.264163
3 7 1 30 outer right 1 left down 0.266355 0.116161 0.882893 1.014727 1.064726
3 7 1 31 inner left 1 right right 0.181803 0.116165 1.166219 1.297969 1.347985
3 7 1 32 outer right 1 down up 0.199637 0.116161 1.000115 1.131851 1.181915
3 7 1 33 inner right 1 right right 0.216295 0.116158 0.966226 1.097944 1.148027
3 7 1 34 none right 1 up left 0.216328 0.116161 0.766107 0.897841 0.947921
3 7 1 35 both left 1 left up 0.181792 0.116165 1.149600 1.281382 1.331391
3 7 1 36 both right 1 down left 0.216248 0.116161 1.166173 1.297929 1.347967
3 7 1 37 outer left 1 left left 0.216297 0.116165 0.882847 1.014624 1.064631
3 7 1 38 inner left 1 right right 0.199662 0.116170 0.982913 1.114732 1.164735
3 7 1 39 none right 1 left down 0.216435 0.116165 0.849586 0.981331 1.031322
3 7 1 40 both right 1 down right 0.266336 0.116170 1.249569 1.381322 1.431399
3 8 2 1 inner left 1 left right NaN 0.116175 0.982781 1.114606 1.164592
3 8 2 2 inner right 1 up right NaN 0.116175 0.866306 1.014678 1.064725
3 8 2 3 inner left 1 right right NaN 0.116175 0.882494 1.014252 1.064315
3 8 2 4 none right 1 right down NaN 0.116175 0.899563 1.031362 1.081376
3 8 2 5 both right 1 right left NaN 0.116175 1.050407 1.182257 1.232257
3 8 2 6 outer left 0 right down NaN 0.116175 0.833516 0.965359 1.015308
3 8 2 7 none left 1 right down NaN 0.116175 1.099581 1.231344 1.281339
3 8 2 8 inner left 1 right up NaN 0.116175 1.099536 1.231298 1.281366
3 8 2 9 inner right 1 left right NaN 0.116175 0.816601 0.948354 0.998356
3 8 2 10 both left 1 right up NaN 0.116175 1.216095 1.347836 1.397896
3 8 2 11 none right 1 left left NaN 0.116175 0.932913 1.064677 1.114621
3 8 2 12 none left 1 right left NaN 0.116175 1.066162 1.197929 1.247942
3 8 2 13 inner left 1 right down NaN 0.116175 1.216225 1.348045 1.397987
3 8 2 14 none left 0 right right NaN 0.116175 0.914508 1.062943 1.112933
3 8 2 15 both right 1 left down NaN 0.116175 1.182920 1.314699 1.364692
3 8 2 16 both left 1 right down NaN 0.116175 0.932985 1.081340 1.131394
3 8 2 17 inner left NaN NaN down NaN 0.116175 0.913216 1.044971 1.094900
3 8 2 18 outer right 1 left left NaN 0.116175 1.066229 1.198062 1.248081
3 8 2 19 outer right 1 right down NaN 0.116175 0.982960 1.114630 1.164725
3 8 2 20 inner right 1 left left NaN 0.116175 1.215968 1.347717 1.397670
3 8 2 21 none left 1 right up NaN 0.116175 0.982771 1.114602 1.164566
3 8 2 22 both left 1 right left NaN 0.116175 0.798413 0.930162 0.980151
3 8 2 23 none right 1 up up NaN 0.116175 0.966268 1.098184 1.148070
3 8 2 24 none left 1 right down NaN 0.116175 0.899573 1.031380 1.081325
3 8 2 25 both left 1 right right NaN 0.116175 0.765490 0.897336 0.947390
3 8 2 26 both right 1 left right NaN 0.116175 1.182821 1.314562 1.364628
3 8 2 27 inner left 1 left left NaN 0.116175 1.049482 1.181231 1.231229
3 8 2 28 outer left 1 right right NaN 0.116175 1.099566 1.231374 1.281381
3 8 2 29 outer left 1 right right NaN 0.116175 1.066178 1.197925 1.247997
3 8 2 30 outer right 1 left up NaN 0.116175 1.015397 1.147275 1.197159
3 8 2 31 none right 1 left left NaN 0.116175 1.166163 1.297944 1.347875
3 8 2 32 both right 1 left down NaN 0.116175 1.049530 1.181328 1.231394
3 8 2 33 both left 1 left right NaN 0.116175 1.196635 1.328411 1.378411
3 8 2 34 outer left 0 right up NaN 0.116175 0.797981 0.929729 0.979736
3 8 2 35 inner left 1 up left NaN 0.116175 1.249625 1.397890 1.447885
3 8 2 36 outer right 1 left right NaN 0.116175 1.098176 1.229917 1.279920
3 8 2 37 outer right 1 up down NaN 0.116175 0.767026 0.898782 0.948727
3 8 2 38 outer left 1 left down NaN 0.116175 0.980502 1.112126 1.162197
3 8 2 39 both right 1 down right NaN 0.116175 0.916310 1.048073 1.098057
3 8 2 40 none right 1 left left NaN 0.116175 1.045494 1.177114 1.227103
3 9 1 1 both left NaN NaN up NaN 0.116175 NaN 0.000000 0.000000
3 9 1 2 inner left NaN NaN up NaN 0.116175 0.781521 0.913285 0.963221
3 9 1 3 inner left 1 up left 0.199744 0.116175 1.095996 1.227760 1.277817
3 9 1 4 both right NaN NaN right NaN 0.099744 1.082731 1.214529 1.264533
3 9 1 5 both left 1 up down 0.216365 0.099744 0.778295 0.910030 0.960094
3 9 1 6 inner right 1 down left 0.216210 0.108055 1.099500 1.231196 1.281189
3 9 1 7 outer left 1 up down 0.199500 0.116210 0.849567 0.981301 1.031224
3 9 1 8 outer right 1 down right 0.232937 0.107977 0.964332 1.096027 1.146018
3 9 1 9 none left NaN NaN up NaN 0.116210 1.216243 1.364651 1.414591
3 9 1 10 none left NaN NaN left NaN 0.116210 0.949445 1.081208 1.131140
3 9 1 11 inner right 1 down down 0.232930 0.116210 1.216152 1.347905 1.397914
3 9 1 12 none right NaN NaN right NaN 0.116288 1.116155 1.247977 1.297979
3 9 1 13 both left 1 right down 0.199663 0.116288 1.082913 1.214740 1.264745
3 9 1 14 both right 1 down down 0.232804 0.116210 1.032872 1.164583 1.214632
3 9 1 15 none left NaN NaN up NaN 0.116288 1.249408 1.397852 1.447953
3 9 1 16 outer right 1 up up 0.216225 0.116288 1.033543 1.181917 1.231909
3 9 1 17 none right NaN NaN left NaN 0.116225 0.849599 0.997999 1.048001
3 9 1 18 inner left 1 up right 0.199536 0.116225 0.966303 1.098063 1.147996
3 9 1 19 both left 1 left up 0.232946 0.116218 0.981426 1.113187 1.163190
3 9 1 20 outer right NaN NaN left NaN 0.116225 0.799654 0.931393 0.981393
3 9 1 21 both left 1 up down 0.164929 0.116225 1.166293 1.298057 1.348055
