person blockN blockType trial flankerSide targetSide respG respC targOri saccStart targDisplayLat dotRemoveTimeStamp targOnTimeStamp targOffTimeStamp
3 9 1 22 inner left NaN NaN down NaN 0.116218 0.812036 0.960455 1.010468
3 9 1 23 both right 1 down down 0.216288 0.116218 1.149610 1.298042 1.347969
3 9 1 24 none left NaN NaN left NaN 0.116225 NaN 0.000000 0.000000
3 9 1 25 inner right 1 down up 0.199664 0.116225 0.882819 1.014644 1.064646
3 9 1 26 outer right 1 up up 0.216257 0.116218 0.882891 1.014666 1.064657
3 9 1 27 inner right 1 up right 0.199589 0.116225 1.250394 1.382059 1.432146
3 9 1 28 inner left 1 left left 0.181846 0.116218 0.882949 1.014736 1.064746
3 9 1 29 outer left 1 down right 0.299661 0.116210 0.899581 1.031346 1.081426
3 9 1 30 outer right 1 left left 0.232955 0.116218 1.066256 1.214633 1.264634
3 9 1 31 outer right 1 down left 0.233028 0.116225 1.130955 1.262799 1.312722
3 9 1 32 none left 1 up right 0.199689 0.116241 0.866024 0.997810 1.047879
3 9 1 33 outer right NaN NaN up NaN 0.116225 0.995241 1.127061 1.177060
3 9 1 34 both right 1 down up 0.233054 0.116225 1.116239 1.264634 1.314715
3 9 1 35 none right 1 left up 0.216289 0.116241 1.099668 1.248060 1.297992
3 9 1 36 inner right 1 up up 0.249573 0.116257 1.149432 1.297822 1.347898
3 9 1 37 none right 1 down down 0.266324 0.116273 0.782912 0.914726 0.964651
3 9 1 38 outer left 1 left left 0.198433 0.116288 1.098482 1.246825 1.296891
3 9 1 39 none left NaN NaN down NaN 0.116273 1.116588 1.265037 1.315078
3 9 1 40 both left 1 left down 0.199680 0.116273 0.932892 1.064657 1.114720
3 10 2 1 none left NaN NaN up NaN 0.116257 NaN 0.000000 0.000000
3 10 2 2 both right 1 left left NaN 0.116257 0.766140 0.914621 0.964630
3 10 2 3 both left 1 right up NaN 0.116257 1.183011 1.331393 1.381402
3 10 2 4 outer right 1 down up NaN 0.116257 1.132829 1.281244 1.331242
3 10 2 5 inner right 1 up up NaN 0.116257 0.844864 0.993269 1.043267
3 10 2 6 outer right 1 left left NaN 0.116257 0.966312 1.098073 1.148075
3 10 2 7 both left 1 right up NaN 0.116257 0.882999 1.031449 1.081342
3 10 2 8 outer right 1 down left NaN 0.116257 0.766237 0.898052 0.948055
3 10 2 9 both right 1 left down NaN 0.116257 1.082897 1.214711 1.264722
3 10 2 10 none left 0 up up NaN 0.116257 0.766866 0.915295 0.965288
3 10 2 11 outer right 1 left down NaN 0.116257 1.249460 1.397882 1.447892
3 10 2 12 outer left 1 right right NaN 0.116257 0.916200 1.064601 1.114679
3 10 2 13 inner left 1 right left NaN 0.116257 0.766292 0.914655 0.964730
3 10 2 14 outer right 1 left up NaN 0.116257 0.900069 1.048492 1.098505
3 10 2 15 outer right 1 up up NaN 0.116257 1.196454 1.328305 1.378297
3 10 2 16 none left 1 right right NaN 0.116257 0.816209 0.964662 1.014657
3 10 2 17 outer right 1 up up NaN 0.116257 1.099518 1.247950 1.297962
3 10 2 18 none right 1 right right NaN 0.116257 0.779469 0.911251 0.961328
3 10 2 19 none left 1 up up NaN 0.116257 1.082907 1.214782 1.264656
3 10 2 20 none left 1 right down NaN 0.116257 1.182971 1.331323 1.381396
3 10 2 21 none left 1 right down NaN 0.116257 1.166198 1.314571 1.364588
3 10 2 22 both left 1 right right NaN 0.116257 1.232753 1.364577 1.414580
3 10 2 23 both right 1 down up NaN 0.116257 1.199676 1.348010 1.397994
3 10 2 24 outer left 1 right down NaN 0.116257 0.932967 1.081396 1.131346
3 10 2 25 inner left 1 right down NaN 0.116257 1.166213 1.314566 1.364579
3 10 2 26 inner left 1 right right NaN 0.116257 1.199443 1.347858 1.397869
3 10 2 27 inner right NaN NaN left NaN 0.116257 0.929011 1.077356 1.127340
3 10 2 28 inner left 1 right up NaN 0.116257 0.882818 1.031171 1.081169
3 10 2 29 inner right 1 left left NaN 0.116257 0.945784 1.094213 1.144144
3 10 2 30 inner right 1 up up NaN 0.116257 1.182903 1.331383 1.381448
3 10 2 31 inner left 1 right right NaN 0.116257 1.132827 1.281241 1.331265
3 10 2 32 both left 1 right up NaN 0.116257 1.082888 1.214558 1.264565
3 10 2 33 inner left 1 up up NaN 0.116257 0.816234 0.964650 1.014659
3 10 2 34 both right 1 left down NaN 0.116257 0.899484 1.047908 1.097967
3 10 2 35 outer right 1 up left NaN 0.116257 0.766154 0.914595 0.964574
3 10 2 36 none right 1 up up NaN 0.116257 0.766270 0.914722 0.964687
3 10 2 37 none left 1 up up NaN 0.116257 1.249623 1.397984 1.447983
3 10 2 38 both right 1 up left NaN 0.116257 1.049575 1.197986 1.247989
3 10 2 39 both left 1 right left NaN 0.116257 0.849600 0.998012 1.047952
3 10 2 40 none left 1 left left NaN 0.116257 1.032796 1.181263 1.231242
3 11 1 1 outer right 1 down left 0.232939 0.116257 0.916280 1.048038 1.098039
3 11 1 2 none right NaN NaN down NaN 0.132939 1.032995 1.198093 1.248095
3 11 1 3 both right 1 up right 0.232941 0.132939 0.782852 0.947863 0.997946
3 11 1 4 none left 1 up down 0.216317 0.132940 0.982884 1.131354 1.181375
3 11 1 5 none left 1 down right 0.199273 0.132939 0.966389 1.131318 1.181416
3 11 1 6 none right 1 left up 0.216268 0.124628 0.945778 1.094121 1.144121
3 11 1 7 outer right 1 left up 0.216295 0.116317 1.083165 1.231602 1.281597
3 11 1 8 none right NaN NaN up NaN 0.116306 NaN 0.000000 0.000000
3 11 1 9 outer left NaN NaN left NaN 0.116306 0.983035 1.114880 1.164921
3 11 1 10 both left 1 right down 0.216257 0.116306 0.782831 0.931260 0.981240
3 11 1 11 outer right 1 left up 0.232989 0.116295 0.899596 1.047996 1.098008
3 11 1 12 none left NaN NaN down NaN 0.116306 1.198754 1.347234 1.397167
3 11 1 13 both right 1 down right 0.198462 0.116306 1.099616 1.247969 1.298045
3 11 1 14 inner right 1 left up 0.216411 0.116295 1.032738 1.164561 1.214555
3 11 1 15 outer left 1 right up 0.181820 0.116306 1.066212 1.198065 1.247984
3 11 1 16 none right 1 right right 0.216103 0.116295 1.116316 1.264725 1.314656
3 11 1 17 inner left 1 right left 0.216362 0.116282 0.816114 0.947953 0.997955
3 11 1 18 none left 1 down up 0.180372 0.116295 1.166349 1.314786 1.364788
3 11 1 19 inner right 1 left up 0.216292 0.116282 1.182869 1.331325 1.381340
3 11 1 20 both left NaN NaN right NaN 0.116292 1.199650 1.348043 1.397982
3 11 1 21 both left 1 down down 0.198523 0.116292 0.849558 0.997992 1.048055
3 11 1 22 inner left 1 down down 0.177546 0.116280 1.216292 1.364652 1.414655
3 11 1 23 inner left 0 up right 0.176111 0.116268 0.962164 1.110614 1.160613
3 11 1 24 outer left 1 left right 0.180234 0.116263 1.132961 1.281400 1.331336
3 11 1 25 inner right 1 down left 0.216231 0.116257 1.082883 1.231309 1.281317
3 11 1 26 outer left 1 up left 0.198526 0.116244 1.199629 1.347994 1.398111
3 11 1 27 inner left 1 down down 0.233029 0.116231 0.866186 0.998054 1.047985
3 11 1 28 outer left NaN NaN up NaN 0.116244 NaN 0.000000 0.000000
3 11 1 29 none right 1 down down 0.182858 0.116244 0.882952 1.031448 1.081347
3 11 1 30 both right NaN NaN up NaN 0.116231 NaN 0.000000 0.000000
3 11 1 31 both left NaN NaN down NaN 0.116231 NaN 0.000000 0.000000
3 11 1 32 both left 1 down left 0.198463 0.116231 0.916318 1.064692 1.114775
3 11 1 33 inner left 1 left down 0.216250 0.116167 1.049459 1.181164 1.231176
3 11 1 34 outer right 1 up up 0.099589 0.116231 0.894903 1.026667 1.076666
3 11 1 35 inner right 1 down down 0.249613 0.116167 1.066124 1.214487 1.264502
3 11 1 36 outer left NaN NaN down NaN 0.116231 NaN 0.000000 0.000000
3 11 1 37 both right NaN NaN left NaN 0.116231 0.979679 1.111507 1.161521
3 11 1 38 both left 1 down up 0.199658 0.116231 1.149568 1.281395 1.331390
3 11 1 39 none right 1 left right 0.199640 0.116167 0.949566 1.081396 1.131393
3 11 1 40 inner right 1 up left 0.216274 0.116103 1.215825 1.347580 1.397581
3 12 2 1 inner right 1 down right NaN 0.116167 1.049562 1.181314 1.231308
3 12 2 2 outer left 1 up left NaN 0.116167 1.082844 1.214595 1.264708
3 12 2 3 inner left 1 up down NaN 0.116167 1.032859 1.164636 1.214619
3 12 2 4 both right 1 left down NaN 0.116167 1.228713 1.377075 1.427194
3 12 2 5 outer left 1 right right NaN 0.116167 1.249462 1.381219 1.431299
3 12 2 6 outer left 1 right down NaN 0.116167 0.895502 1.027390 1.077301
3 12 2 7 inner right 1 up down NaN 0.116167 1.166227 1.297977 1.347974
3 12 2 8 none right 1 left right NaN 0.116167 1.000226 1.132081 1.182093
3 12 2 9 none left 1 up left NaN 0.116167 1.082832 1.214609 1.264591
3 12 2 10 none right 1 left left NaN 0.116167 0.849543 0.981321 1.031310
3 12 2 11 outer left 1 up up NaN 0.116167 0.848380 0.980142 1.030075
3 12 2 12 both right 1 up right NaN 0.116167 0.899578 1.031277 1.081362
3 12 2 13 outer right 1 left left NaN 0.116167 0.949628 1.081376 1.131426
3 12 2 14 inner left 1 up up NaN 0.116167 0.883529 1.015267 1.065384
3 12 2 15 outer left 1 up down NaN 0.116167 1.166248 1.298067 1.348060
3 12 2 16 inner right 1 left down NaN 0.116167 1.131057 1.262760 1.312763
3 12 2 17 inner left 1 up up NaN 0.116167 0.782856 0.931196 0.981263
3 12 2 18 inner right 1 left left NaN 0.116167 1.032717 1.164539 1.214479
3 12 2 19 inner left 1 up down NaN 0.116167 1.016268 1.148031 1.198050
3 12 2 20 none left 1 up up NaN 0.116167 1.082850 1.214583 1.264579
3 12 2 21 none right 1 up right NaN 0.116167 1.116087 1.247850 1.297846
3 12 2 22 both right 1 left down NaN 0.116167 1.228269 1.359978 1.410064
3 12 2 23 none left 1 up up NaN 0.116167 0.766282 0.898061 0.948061
3 12 2 24 both right 1 left up NaN 0.116167 0.798737 0.930507 0.980504
3 12 2 25 both right 1 up up NaN 0.116167 1.016806 1.148572 1.198584
3 12 2 26 outer left 1 right right NaN 0.116167 0.811503 0.943228 0.993235
3 12 2 27 outer left 1 left left NaN 0.116167 0.899432 1.031250 1.081178
3 12 2 28 inner left 1 up left NaN 0.116167 1.033568 1.165324 1.215359
3 12 2 29 both right 1 left up NaN 0.116167 1.095931 1.244383 1.294346
3 12 2 30 none left 1 down down NaN 0.116167 1.116297 1.248055 1.297994
3 12 2 31 both right 1 left right NaN 0.116167 1.216243 1.364576 1.414507
3 12 2 32 inner right 1 down right NaN 0.116167 0.966114 1.097841 1.147930
3 12 2 33 both right 1 right left NaN 0.116167 0.995303 1.127086 1.177082
3 12 2 34 none right 1 left down NaN 0.116167 1.246356 1.378143 1.428128
3 12 2 35 both right 1 left left NaN 0.116167 0.832789 0.964619 1.014536
3 12 2 36 both right 1 down right NaN 0.116167 0.848298 0.980057 1.030062
3 12 2 37 none left 0 down down NaN 0.116167 1.066098 1.197862 1.247849
3 12 2 38 none left 1 down down NaN 0.116167 0.982894 1.114618 1.164618
3 12 2 39 outer left 1 up up NaN 0.116167 1.116293 1.247960 1.298041
3 12 2 40 outer left 1 right right NaN 0.116167 1.149597 1.281408 1.331339
3 13 1 1 outer right 1 down down 0.198328 0.116167 1.095010 1.243261 1.293300
3 13 1 2 none left 1 up right 0.182866 0.098328 0.915082 1.030103 1.080110
3 13 1 3 both right 1 down right 0.199758 0.090597 1.016214 1.131323 1.181386
3 13 1 4 inner right 1 up up 0.199538 0.098328 1.166224 1.281312 1.331311
3 13 1 5 inner right 1 down right 0.199651 0.098933 1.066244 1.181386 1.231420
3 13 1 6 inner right NaN NaN down NaN 0.099538 0.799579 0.914698 0.964752
3 13 1 7 outer left 1 up up 0.199554 0.099538 0.834016 0.965612 1.015683
3 13 1 8 none right 1 up up 0.216310 0.099546 1.216307 1.331316 1.381398
3 13 1 9 none right 1 down right 0.232854 0.099554 0.949539 1.081257 1.131288
3 13 1 10 both right 1 right up 0.199570 0.099603 0.932992 1.064758 1.114772
3 13 1 11 both left 1 up up 0.199733 0.099570 1.082934 1.198059 1.248054
3 13 1 12 outer right 1 down left 0.181739 0.099611 1.166311 1.298055 1.348001
3 13 1 13 none left 1 left right 0.183004 0.099570 1.249396 1.364570 1.414548
3 13 1 14 inner right 1 down up 0.232902 0.099562 1.032851 1.164597 1.214603
3 13 1 15 none right 1 up up 0.232954 0.099570 0.782954 0.914739 0.964739
3 13 1 16 inner right NaN NaN up NaN 0.099611 0.966360 1.097987 1.147989
3 13 1 17 both right 1 down right 0.183011 0.099611 0.948966 1.064114 1.114122
3 13 1 18 outer right NaN NaN left NaN 0.099570 NaN 0.000000 0.000000
3 13 1 19 none right 1 right right 0.216410 0.099570 1.232741 1.364501 1.414567
3 13 1 20 both right 1 right left 0.216249 0.099611 1.249574 1.364734 1.414733
3 13 1 21 outer left 1 left right 0.199652 0.099651 0.945889 1.061077 1.111011
3 13 1 22 outer left 1 left left 0.216281 0.099652 1.232974 1.364722 1.414720
3 13 1 23 both right 1 up down 0.249666 0.099652 1.079009 1.194221 1.244206
3 13 1 24 inner right 1 right left 0.282940 0.099693 0.882804 1.014555 1.064555
3 13 1 25 both right 1 left left 0.399602 0.099733 0.816336 0.948134 0.998114
3 13 1 26 outer right 1 down left 0.216107 0.099745 0.799608 0.931199 0.981193
3 13 1 27 inner left 1 left right 0.199630 0.099758 0.812243 0.944022 0.994084
3 13 1 28 inner left NaN NaN down NaN 0.099745 0.983217 1.115041 1.164964
3 13 1 29 inner left 1 up up 0.266145 0.099745 0.949545 1.081209 1.131204
3 13 1 30 both right 1 right up 0.164941 0.099758 1.146212 1.277952 1.327987
3 13 1 31 inner left 1 left right 0.466196 0.099745 1.128080 1.259894 1.309841
3 13 1 32 outer right NaN NaN down NaN 0.099758 0.816298 0.947957 0.998018
3 13 1 33 both left 1 left left 0.199577 0.099758 0.816298 0.948053 0.998046
3 13 1 34 both right 1 right right 0.216165 0.099745 0.832940 0.964671 1.014690
3 13 1 35 none right 1 down right 0.249589 0.099758 0.765818 0.897498 0.947582
3 13 1 36 outer right 1 left up 0.216343 0.107932 1.249455 1.381364 1.431278
3 13 1 37 none left 1 up up 0.181726 0.116107 1.116208 1.247916 1.297905
3 13 1 38 outer left 1 left up 0.181853 0.107932 1.016292 1.148033 1.198109
3 13 1 39 none left 1 up down 0.199549 0.099758 0.845133 0.976835 1.026832
3 13 1 40 none right 1 left up 0.216319 0.099745 1.199108 1.314229 1.364233
3 14 2 1 outer left 1 left left NaN 0.099758 1.082942 1.214642 1.264717
3 14 2 2 both right 1 up down NaN 0.099758 1.099560 1.231379 1.281296
3 14 2 3 inner right 1 left up NaN 0.099758 0.979735 1.111589 1.161519
3 14 2 4 both left 1 down down NaN 0.099758 1.099598 1.231335 1.281322
3 14 2 5 both left NaN NaN up NaN 0.099758 NaN 0.000000 0.000000
3 14 2 6 inner left 1 left left NaN 0.099758 1.216189 1.347985 1.397992
3 14 2 7 inner left 1 right left NaN 0.099758 1.149581 1.281401 1.331406
3 14 2 8 both left 1 up up NaN 0.099758 0.766177 0.897945 0.947927
3 14 2 9 inner left 1 right down NaN 0.099758 1.096690 1.228474 1.278553
3 14 2 10 both right NaN NaN left NaN 0.099758 NaN 0.000000 0.000000
3 14 2 11 outer left 1 right up NaN 0.099758 0.832986 0.964659 1.014668
3 14 2 12 outer left 1 up right NaN 0.099758 0.966094 1.097868 1.147946
3 14 2 13 none right 1 left left NaN 0.099758 0.849517 0.981394 1.031267
3 14 2 14 inner right 1 up down NaN 0.099758 1.166165 1.297850 1.347916
3 14 2 15 both left 1 right left NaN 0.099758 1.066332 1.197981 1.248045
3 14 2 16 both left 1 right right NaN 0.099758 0.982845 1.114691 1.164687
3 14 2 17 both left 1 right up NaN 0.099758 1.216321 1.348055 1.398068
3 14 2 18 outer left 1 right up NaN 0.099758 0.849630 0.981404 1.031304
3 14 2 19 none right 1 left left NaN 0.099758 1.249653 1.381430 1.431330
3 14 2 20 none right 1 left left NaN 0.099758 1.232834 1.364690 1.414703
3 14 2 21 both right 1 left right NaN 0.099758 1.233018 1.364726 1.414667
3 14 2 22 outer right 1 left down NaN 0.099758 1.082525 1.214311 1.264298
3 14 2 23 none left 1 right right NaN 0.099758 1.216159 1.347925 1.397989
3 14 2 24 outer left 1 up left NaN 0.099758 1.166081 1.297916 1.347916
3 14 2 25 inner left 1 right up NaN 0.099758 0.861472 0.993223 1.043233
3 14 2 26 inner left 1 right down NaN 0.099758 1.149559 1.281386 1.331390
3 14 2 27 outer right 1 left up NaN 0.099758 1.149540 1.281272 1.331276
3 14 2 28 none right 1 left down NaN 0.099758 1.249457 1.381275 1.431212
3 14 2 29 outer right 1 down right NaN 0.099758 0.878185 1.010024 1.060032
3 14 2 30 outer right 1 left down NaN 0.099758 1.216300 1.348002 1.397990
3 14 2 31 none right 1 down right NaN 0.099758 1.016099 1.147956 1.197936
3 14 2 32 inner left NaN NaN right NaN 0.099758 NaN 0.000000 0.000000
3 14 2 33 inner right 1 left down NaN 0.099758 0.795446 0.910602 0.960674
3 14 2 34 none right 1 left down NaN 0.099758 1.197451 1.329214 1.379258
3 14 2 35 none right 1 up right NaN 0.099758 0.999570 1.131395 1.181393
3 14 2 36 none right 1 down right NaN 0.099758 1.032606 1.164324 1.214332
3 14 2 37 inner right 1 left left NaN 0.099758 0.847814 0.979698 1.029679
3 14 2 38 none right 1 down right NaN 0.099758 1.232811 1.364512 1.414516
3 14 2 39 outer right 1 left right NaN 0.099758 1.249623 1.381381 1.431385
3 14 2 40 both right 1 up down NaN 0.099758 1.082822 1.214567 1.264566
3 15 1 1 inner left 1 left up 0.181739 0.099758 1.149690 1.281327 1.331390
3 15 1 2 outer left 1 right right 0.216293 0.081739 0.933542 1.031975 1.081976
3 15 1 3 outer right 1 down right 0.216301 0.099016 1.115449 1.230572 1.280576
3 15 1 4 inner right 1 up left 0.232886 0.116293 1.049652 1.197982 1.247978
3 15 1 5 none right 1 left left 0.266236 0.116297 0.982906 1.114723 1.164648
3 15 1 6 none left 1 down down 0.283015 0.116301 0.982757 1.131258 1.181253
3 15 1 7 both right 1 left left 0.249521 0.124594 0.949623 1.098026 1.148029
3 15 1 8 none left NaN NaN up NaN 0.132886 NaN 0.000000 0.000000
3 15 1 9 both left 1 down right 0.180867 0.132886 1.232932 1.397987 1.448003
3 15 1 10 none right NaN NaN right NaN 0.124594 0.982861 1.131348 1.181407
3 15 1 11 none right 1 down left 0.216308 0.124594 0.916149 1.064497 1.114562
3 15 1 12 none right 1 left down 0.249575 0.116308 0.866227 1.014640 1.064586
3 15 1 13 outer left 1 down down 0.216376 0.124597 0.899530 1.048043 1.098079
3 15 1 14 outer left NaN NaN right NaN 0.116376 0.999647 1.148047 1.198045
3 15 1 15 both left 1 left up 0.198410 0.116376 0.899515 1.047900 1.097909
3 15 1 16 inner right 1 down down 0.232990 0.116342 0.982872 1.131289 1.181294
3 15 1 17 outer left 1 down left 0.182794 0.116376 0.916292 1.064708 1.114717
3 15 1 18 both left 1 left left 0.198519 0.116342 1.032874 1.181351 1.231362
3 15 1 19 inner left 1 down up 0.216287 0.116308 1.149603 1.298007 1.348069
3 15 1 20 inner left 1 left down 0.232989 0.116305 0.832953 0.981417 1.031458
3 15 1 21 outer left 1 up down 0.199693 0.116308 1.249327 1.381183 1.431180
3 15 1 22 both right 1 down right 0.232974 0.116305 0.932946 1.081337 1.131402
3 15 1 23 none left 1 left left 0.198503 0.116308 0.899608 1.048053 1.098062
3 15 1 24 both left 1 right up 0.181523 0.116305 0.899967 1.048427 1.098399
3 15 1 25 inner right 1 left down 0.198526 0.116301 0.966253 1.114722 1.164727
3 15 1 26 outer left 1 up left 0.199717 0.116297 0.982864 1.114738 1.164725
3 15 1 27 none left 1 left up 0.198358 0.116293 1.032309 1.180722 1.230631
3 15 1 28 outer left 1 up up 0.177528 0.116290 1.233086 1.381416 1.431422
3 15 1 29 inner right 1 up left 0.216272 0.116287 0.932909 1.081376 1.131302
3 15 1 30 both right 1 right right 0.170964 0.116280 1.182931 1.331380 1.381326
3 15 1 31 both right 1 down down 0.232874 0.116272 1.066271 1.214688 1.264624
3 15 1 32 inner right 1 left right 0.216342 0.116280 0.966217 1.114708 1.164715
3 15 1 33 inner left 1 down right 0.198422 0.116287 1.099677 1.248064 1.298066
3 15 1 34 outer left 1 right left 0.249708 0.116280 0.832834 0.964694 1.014691
3 15 1 35 outer right 1 left right 0.199652 0.116287 1.199594 1.331407 1.381402
3 15 1 36 none right 1 right left 0.181859 0.116280 1.229509 1.361314 1.411321
3 15 1 37 both left 1 down left 0.170802 0.116272 1.249516 1.397900 1.447870
3 15 1 38 none right 1 down left 0.266258 0.107995 0.782926 0.914672 0.964715
3 15 1 39 inner left 1 left left 0.199662 0.116272 0.949575 1.081399 1.131395
3 15 1 40 both right 1 down left 0.216329 0.107995 0.982759 1.114577 1.164578
3 16 2 1 both right 1 up up NaN 0.116272 1.146690 1.278381 1.328458
3 16 2 2 both right 1 left left NaN 0.116272 1.182805 1.331155 1.381159
3 16 2 3 none left 1 up up NaN 0.116272 0.916165 1.064455 1.114430
3 16 2 4 outer left 1 up up NaN 0.116272 0.949447 1.097900 1.147845
3 16 2 5 outer left 1 right down NaN 0.116272 1.061832 1.193647 1.243648
3 16 2 6 inner left 1 up left NaN 0.116272 1.148029 1.296324 1.346321
3 16 2 7 inner left NaN NaN up NaN 0.116272 NaN 0.000000 0.000000
3 16 2 8 outer left 1 right right NaN 0.116272 1.132779 1.264567 1.314568
3 16 2 9 both left 1 right down NaN 0.116272 0.916142 1.047954 1.097959
3 16 2 10 both right 1 down left NaN 0.116272 1.098251 1.246773 1.296793
3 16 2 11 inner left 1 up up NaN 0.116272 0.782992 0.931390 0.981324
3 16 2 12 inner left 1 right right NaN 0.116272 1.233025 1.381317 1.431396
3 16 2 13 both left 1 right up NaN 0.116272 1.016279 1.164715 1.214783
3 16 2 14 outer right 1 up right NaN 0.116272 1.111696 1.260138 1.310128
3 16 2 15 none right NaN NaN left NaN 0.116272 0.816116 0.947934 0.997933
3 16 2 16 none left 1 down down NaN 0.116272 0.983257 1.115111 1.165121
3 16 2 17 outer right 1 left left NaN 0.116272 1.130418 1.278751 1.328893
3 16 2 18 both right 1 left up NaN 0.116272 0.799386 0.931222 0.981215
3 16 2 19 inner right 1 left down NaN 0.116272 0.795142 0.943538 0.993549
3 16 2 20 outer right 1 left down NaN 0.116272 1.081221 1.213026 1.263032
3 16 2 21 none right 1 down left NaN 0.116272 0.778532 0.926943 0.976880
3 16 2 22 inner right 1 left right NaN 0.116272 1.178746 1.327082 1.377148
3 16 2 23 none left 1 right right NaN 0.116272 1.029865 1.161681 1.211689
3 16 2 24 outer right 1 left right NaN 0.116272 1.216299 1.364656 1.414719
3 16 2 25 both right 1 left down NaN 0.116272 0.766311 0.914650 0.964725
3 16 2 26 none right 1 down right NaN 0.116272 0.878792 1.027233 1.077227
3 16 2 27 outer right 1 left left NaN 0.116272 0.832992 0.981341 1.031336
3 16 2 28 inner left 1 right down NaN 0.116272 0.961864 1.110200 1.160184
3 16 2 29 outer right 1 left down NaN 0.116272 1.099638 1.248101 1.298000
3 16 2 30 outer right 1 up up NaN 0.116272 0.816147 0.947901 0.997912
3 16 2 31 both right 1 left left NaN 0.116272 1.250411 1.382245 1.432244
3 16 2 32 inner right 1 left right NaN 0.116272 1.180878 1.329275 1.379329
3 16 2 33 none right 1 left left NaN 0.116272 1.245076 1.393567 1.443566
3 16 2 34 both left 1 down left NaN 0.116272 1.178345 1.326790 1.376791
3 16 2 35 inner right 1 up down NaN 0.116272 0.849619 0.998066 1.048054
3 16 2 36 inner right 1 left right NaN 0.116272 1.149608 1.298045 1.348048
3 16 2 37 none right 1 down right NaN 0.116272 0.916327 1.064651 1.114733
3 16 2 38 none right 1 left left NaN 0.116272 0.979789 1.128231 1.178282
3 16 2 39 both right 1 up right NaN 0.116272 0.949453 1.097887 1.147791
3 16 2 40 none left 1 right right NaN 0.116272 0.949558 1.081405 1.131482
3 17 1 1 inner left 1 right down 0.216169 0.116272 1.249501 1.381238 1.431239
3 17 1 2 outer right 1 up up 0.216184 0.116169 1.032829 1.181163 1.231179
3 17 1 3 none left 1 down right 0.216244 0.116177 1.228184 1.360005 1.409930
3 17 1 4 outer left 1 right down 0.181807 0.116184 0.999617 1.131396 1.181420
3 17 1 5 inner right 1 up left 0.299532 0.116177 1.083399 1.215148 1.265153
3 17 1 6 outer left 1 down right 0.216291 0.116184 1.216264 1.348054 1.398069
3 17 1 7 none right NaN NaN left NaN 0.116214 0.999558 1.131428 1.181402
3 17 1 8 both left 1 right down 0.182610 0.116214 1.166304 1.314637 1.364719
3 17 1 9 outer right 1 down down 0.232896 0.116184 1.216346 1.348066 1.398059
3 17 1 10 inner right 1 up up 0.299511 0.116214 0.816301 0.964705 1.014710
3 17 1 11 outer right 1 right right 0.199600 0.116244 1.149628 1.281320 1.331315
3 17 1 12 inner right NaN NaN right NaN 0.116214 1.166335 1.314726 1.364663
3 17 1 13 both left 1 right left 0.198394 0.116214 0.949667 1.098038 1.148034
3 17 1 14 none right 1 down right 0.232974 0.116184 0.882822 1.014550 1.064611
3 17 1 15 outer left 1 down down 0.181815 0.116214 1.232118 1.363865 1.413885
3 17 1 16 both right 1 left up 0.232868 0.116184 0.982920 1.114609 1.164690
3 17 1 17 inner left 1 up up 0.232889 0.116214 1.033014 1.181446 1.231407
3 17 1 18 inner left 1 left right 0.232880 0.116244 0.849478 0.981178 1.031173
3 17 1 19 outer left 1 up left 0.216341 0.116267 1.199544 1.331306 1.381376
3 17 1 20 both left 1 down up 0.181632 0.116291 0.962425 1.110921 1.160912
3 17 1 21 none left NaN NaN up NaN 0.116267 0.782937 0.931331 0.981337
3 17 1 22 inner right NaN NaN up NaN 0.116267 1.116180 1.264568 1.314645
3 17 1 23 outer left NaN NaN down NaN 0.116267 0.966074 1.097905 1.147910
3 17 1 24 inner left 1 up left 0.199525 0.116267 1.132993 1.264760 1.314681
3 17 1 25 inner right 1 down up 0.216209 0.116244 1.065281 1.196981 1.246976
3 17 1 26 none left NaN NaN left NaN 0.116227 1.182886 1.331219 1.381216
3 17 1 27 both left NaN NaN left NaN 0.116227 1.246568 1.378398 1.428417
3 17 1 28 both left NaN NaN left NaN 0.116227 1.216352 1.364778 1.414710
3 17 1 29 inner right 1 up up 0.249598 0.116227 1.116163 1.247913 1.297910
3 17 1 30 both left 1 up up 0.181817 0.116244 1.196656 1.328439 1.378444
3 17 1 31 none left 1 up up 0.216242 0.116227 1.199433 1.347864 1.397872
3 17 1 32 none right 1 down left 0.199590 0.116242 1.232870 1.364637 1.414662
3 17 1 33 both right 1 right left 0.232911 0.116226 1.249456 1.381249 1.431246
3 17 1 34 none left NaN NaN down NaN 0.116242 0.983699 1.115555 1.165473
3 17 1 35 both right NaN NaN down NaN 0.116242 0.866278 0.998067 1.048123
3 17 1 36 none right 1 down down 0.232934 0.116242 1.149619 1.298043 1.348046
3 17 1 37 outer left 1 up down 0.181798 0.116243 1.013848 1.145538 1.195604
3 17 1 38 outer right NaN NaN left NaN 0.116242 1.199604 1.331405 1.381407
3 17 1 39 both left 1 down left 0.316318 0.116242 0.766297 0.898058 0.948049
3 17 1 40 none left 1 left down 0.216337 0.116243 1.011768 1.143570 1.193572
3 18 2 1 both left 1 up down NaN 0.116244 1.113641 1.262075 1.311982
3 18 2 2 none left 1 left left NaN 0.116244 0.816216 0.964606 1.014680
3 18 2 3 none left 1 down down NaN 0.116244 1.199176 1.347523 1.397510
3 18 2 4 inner right 1 left left NaN 0.116244 1.199452 1.331245 1.381239
