person blockN blockType trial flankerSide targetSide respG respC targOri saccStart targDisplayLat dotRemoveTimeStamp targOnTimeStamp targOffTimeStamp
2 2 2 14 none right 1 left right NaN 0.198658 0.899578 1.114621 1.164563
2 2 2 15 none right 1 right left NaN 0.198658 0.895528 1.110602 1.160537
2 2 2 16 none right NaN NaN down NaN 0.198658 0.899653 1.114748 1.164759
2 2 2 17 outer left NaN NaN down NaN 0.198658 NaN 0.000000 0.000000
2 2 2 18 inner right NaN NaN right NaN 0.198658 NaN 0.000000 0.000000
2 2 2 19 inner right NaN NaN up NaN 0.198658 NaN 0.000000 0.000000
2 2 2 20 both left NaN NaN up NaN 0.198658 NaN 0.000000 0.000000
2 2 2 21 both right 1 up up NaN 0.198658 0.816294 1.031301 1.081367
2 2 2 22 none left 1 left up NaN 0.198658 0.782963 0.998011 1.048026
2 2 2 23 both left 0 up up NaN 0.198658 1.011944 1.227037 1.276976
2 2 2 24 both left NaN NaN down NaN 0.198658 NaN 0.000000 0.000000
2 2 2 25 outer left NaN NaN down NaN 0.198658 NaN 0.000000 0.000000
2 2 2 26 both right 1 right down NaN 0.198658 0.879957 1.095045 1.145120
2 2 2 27 both left 0 left up NaN 0.198658 0.982909 1.197963 1.248027
2 2 2 28 outer right NaN NaN left NaN 0.198658 1.182917 1.397991 1.447987
2 2 2 29 inner right 1 right up NaN 0.198658 1.133006 1.348094 1.398135
2 2 2 30 none right 1 left up NaN 0.198658 0.913608 1.128680 1.178680
2 2 2 31 inner right 1 up right NaN 0.198658 1.166158 1.381247 1.431239
2 2 2 32 outer right 1 right down NaN 0.198658 0.916313 1.131337 1.181399
2 2 2 33 inner left 1 left up NaN 0.198658 0.916144 1.131246 1.181241
2 2 2 34 outer left 1 up up NaN 0.198658 0.866258 1.081293 1.131296
2 2 2 35 outer left 1 left down NaN 0.198658 1.049639 1.264723 1.314707
2 2 2 36 outer right 1 down down NaN 0.198658 0.799557 1.014662 1.064648
2 2 2 37 outer right NaN NaN up NaN 0.198658 NaN 0.000000 0.000000
2 2 2 38 inner left NaN NaN up NaN 0.198658 NaN 0.000000 0.000000
2 2 2 39 none right NaN NaN left NaN 0.198658 NaN 0.000000 0.000000
2 2 2 40 outer right NaN NaN down NaN 0.198658 NaN 0.000000 0.000000
2 3 1 1 inner left NaN NaN right NaN 0.198658 NaN 0.000000 0.000000
2 3 1 2 both left NaN NaN right NaN 0.198658 0.882895 1.098005 1.148051
2 3 1 3 none left NaN NaN down NaN 0.198658 1.166112 1.381183 1.431184
2 3 1 4 both left 1 left left 0.233731 0.198658 0.782918 0.998005 1.048072
2 3 1 5 both left NaN NaN up NaN 0.133731 1.216682 1.381789 1.431863
2 3 1 6 both right NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 7 inner left NaN NaN up NaN 0.133731 0.949447 1.114646 1.164654
2 3 1 8 inner right NaN NaN left NaN 0.133731 1.149587 1.314691 1.364685
2 3 1 9 outer left NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 10 outer right NaN NaN left NaN 0.133731 NaN 0.000000 0.000000
2 3 1 11 both left NaN NaN right NaN 0.133731 NaN 0.000000 0.000000
2 3 1 12 inner right NaN NaN left NaN 0.133731 NaN 0.000000 0.000000
2 3 1 13 outer right NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 14 outer left NaN NaN right NaN 0.133731 NaN 0.000000 0.000000
2 3 1 15 inner left NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 16 inner right NaN NaN down NaN 0.133731 NaN 0.000000 0.000000
2 3 1 17 outer left NaN NaN left NaN 0.133731 NaN 0.000000 0.000000
2 3 1 18 inner left NaN NaN down NaN 0.133731 NaN 0.000000 0.000000
2 3 1 19 outer left NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 20 outer right NaN NaN down NaN 0.133731 NaN 0.000000 0.000000
2 3 1 21 none right NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 22 none right NaN NaN left NaN 0.133731 NaN 0.000000 0.000000
2 3 1 23 inner left NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 24 none left NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 25 none left NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 26 none left NaN NaN left NaN 0.133731 NaN 0.000000 0.000000
2 3 1 27 both left NaN NaN down NaN 0.133731 NaN 0.000000 0.000000
2 3 1 28 none right NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 29 both right NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 30 none right NaN NaN left NaN 0.133731 NaN 0.000000 0.000000
2 3 1 31 outer left NaN NaN right NaN 0.133731 NaN 0.000000 0.000000
2 3 1 32 inner left NaN NaN down NaN 0.133731 NaN 0.000000 0.000000
2 3 1 33 inner right NaN NaN right NaN 0.133731 NaN 0.000000 0.000000
2 3 1 34 outer right NaN NaN up NaN 0.133731 NaN 0.000000 0.000000
2 3 1 35 both right NaN NaN left NaN 0.133731 NaN 0.000000 0.000000
2 3 1 36 none right NaN NaN left NaN 0.133731 1.016352 1.181402 1.231365
2 3 1 37 outer right 0 right down 0.299616 0.133731 1.049583 1.214704 1.264719
2 3 1 38 both right NaN NaN down NaN 0.166674 NaN 0.000000 0.000000
2 3 1 39 both right NaN NaN left NaN 0.166674 NaN 0.000000 0.000000
2 3 1 40 none left NaN NaN right NaN 0.166674 NaN 0.000000 0.000000
2 4 2 1 both right NaN NaN up NaN 0.166674 1.131166 1.329577 1.379581
2 4 2 2 outer right NaN NaN right NaN 0.166674 NaN 0.000000 0.000000
2 4 2 3 none right NaN NaN up NaN 0.166674 0.964687 1.163024 1.213029
2 4 2 4 inner left 1 left right NaN 0.166674 0.999657 1.198054 1.248087
2 4 2 5 outer right 1 up up NaN 0.166674 1.098886 1.297276 1.347284
2 4 2 6 none right 1 down down NaN 0.166674 0.965678 1.164145 1.214068
2 4 2 7 none left NaN NaN up NaN 0.166674 0.999667 1.197998 1.248001
2 4 2 8 inner right 1 up up NaN 0.166674 1.212098 1.410512 1.460508
2 4 2 9 both right 1 left left NaN 0.166674 1.166654 1.365059 1.415064
2 4 2 10 outer left 1 up right NaN 0.166674 1.233094 1.431525 1.481526
2 4 2 11 inner left 1 up down NaN 0.166674 0.882740 1.081260 1.131255
2 4 2 12 none right 1 down up NaN 0.166674 1.182989 1.381321 1.431321
2 4 2 13 outer left 1 left up NaN 0.166674 0.982131 1.180619 1.230671
2 4 2 14 inner right 1 right left NaN 0.166674 0.766221 0.964716 1.014713
2 4 2 15 inner right 1 up down NaN 0.166674 1.049647 1.248036 1.298041
2 4 2 16 outer right 1 right right NaN 0.166674 1.246487 1.444913 1.494915
2 4 2 17 outer right NaN NaN down NaN 0.166674 0.982913 1.181349 1.231284
2 4 2 18 both left 1 left up NaN 0.166674 1.216165 1.414560 1.464560
2 4 2 19 both right 1 right left NaN 0.166674 0.896504 1.094986 1.145007
2 4 2 20 none left 1 up right NaN 0.166674 1.232820 1.431283 1.481314
2 4 2 21 outer left 1 up down NaN 0.166674 0.912165 1.110604 1.160608
2 4 2 22 none right 1 right down NaN 0.166674 1.095551 1.293881 1.343893
2 4 2 23 inner right 1 right right NaN 0.166674 0.828904 1.027347 1.077329
2 4 2 24 both left 1 left up NaN 0.166674 0.966069 1.164476 1.214476
2 4 2 25 inner left 1 right up NaN 0.166674 0.882846 1.081248 1.131256
2 4 2 26 both left 1 down left NaN 0.166674 1.249439 1.447851 1.497847
2 4 2 27 both left NaN NaN down NaN 0.166674 1.149637 1.347969 1.398053
2 4 2 28 none left 1 up right NaN 0.166674 1.016165 1.214523 1.264585
2 4 2 29 inner right 1 right left NaN 0.166674 1.031777 1.230220 1.280211
2 4 2 30 outer left 1 right right NaN 0.166674 0.766321 0.964703 1.014718
2 4 2 31 outer left 0 left left NaN 0.166674 0.966120 1.164561 1.214556
2 4 2 32 none right 1 right left NaN 0.166674 0.866246 1.064693 1.114697
2 4 2 33 both left 1 left down NaN 0.166674 0.899478 1.097902 1.147894
2 4 2 34 none right 1 up left NaN 0.166674 0.930011 1.128495 1.178428
2 4 2 35 none right 1 down down NaN 0.166674 0.966108 1.164585 1.214513
2 4 2 36 outer left 1 left right NaN 0.166674 0.849577 1.047896 1.097899
2 4 2 37 inner right 1 right left NaN 0.166674 0.816259 1.014731 1.064742
2 4 2 38 inner right 1 right right NaN 0.166674 0.833863 1.032235 1.082338
2 4 2 39 both right NaN NaN right NaN 0.166674 NaN 0.000000 0.000000
2 4 2 40 both left 1 up up NaN 0.166674 1.199539 1.397950 1.448013
2 5 1 1 outer right 1 right left 0.248433 0.166674 1.166184 1.364585 1.414586
2 5 1 2 both left 1 up right 0.232999 0.148433 0.982890 1.148039 1.198036
2 5 1 3 both right NaN NaN down NaN 0.140716 1.032968 1.198049 1.248107
2 5 1 4 inner right NaN NaN left NaN 0.140716 0.766159 0.931319 0.981275
2 5 1 5 inner right 1 up up 0.232800 0.140716 1.246842 1.411927 1.461898
2 5 1 6 outer right NaN NaN down NaN 0.132999 0.947427 1.112526 1.162545
2 5 1 7 none left NaN NaN up NaN 0.132999 NaN 0.000000 0.000000
2 5 1 8 outer left NaN NaN down NaN 0.132999 0.932823 1.081309 1.131313
2 5 1 9 both right NaN NaN left NaN 0.132999 0.812094 0.977178 1.027302
2 5 1 10 none right NaN NaN down NaN 0.132999 0.883699 1.048708 1.098711
2 5 1 11 none right NaN NaN up NaN 0.132999 0.882861 1.047939 1.097932
2 5 1 12 outer right NaN NaN left NaN 0.132999 0.799576 0.964589 1.014663
2 5 1 13 both right 1 down left 0.249687 0.132999 1.049623 1.214695 1.264696
2 5 1 14 none right 1 right left 0.466196 0.140716 1.229831 1.394914 1.444960
2 5 1 15 none right 1 up right 0.449584 0.148433 1.016117 1.181227 1.231231
2 5 1 16 inner left NaN NaN up NaN 0.149060 1.100438 1.265464 1.315462
2 5 1 17 both right NaN NaN right NaN 0.149060 0.949559 1.114696 1.164752
2 5 1 18 inner left NaN NaN right NaN 0.149060 1.166183 1.331193 1.381191
2 5 1 19 none right NaN NaN right NaN 0.149060 NaN 0.000000 0.000000
2 5 1 20 none left NaN NaN left NaN 0.149060 0.949465 1.114599 1.164614
2 5 1 21 both right 1 up left 0.215074 0.149060 1.199656 1.364705 1.414695
2 5 1 22 inner left 1 left left 0.499577 0.148433 1.116318 1.281412 1.331396
2 5 1 23 both right NaN NaN down NaN 0.149060 1.232926 1.397939 1.447909
2 5 1 24 both right NaN NaN up NaN 0.149060 1.033273 1.198293 1.248291
2 5 1 25 none right NaN NaN right NaN 0.149060 0.949470 1.114585 1.164575
2 5 1 26 outer right NaN NaN right NaN 0.149060 NaN 0.000000 0.000000
2 5 1 27 inner right NaN NaN down NaN 0.149060 0.882750 1.047915 1.097920
2 5 1 28 both left NaN NaN down NaN 0.149060 0.766132 0.931190 0.981197
2 5 1 29 outer left 1 up left 0.416156 0.149060 0.849689 1.014608 1.064606
2 5 1 30 outer right NaN NaN left NaN 0.149687 1.161869 1.343649 1.393715
2 5 1 31 outer right 1 down left 0.366271 0.149687 0.866173 1.047944 1.097945
2 5 1 32 none left NaN NaN right NaN 0.207979 0.811527 1.043205 1.093205
2 5 1 33 inner left 1 up up 0.349575 0.207979 1.132964 1.364710 1.414710
2 5 1 34 outer left NaN NaN right NaN 0.249575 1.049573 1.331322 1.381321
2 5 1 35 inner left NaN NaN down NaN 0.249575 1.132823 1.414548 1.464484
2 5 1 36 outer right NaN NaN down NaN 0.249575 0.932939 1.214614 1.264686
2 5 1 37 none right NaN NaN up NaN 0.249575 0.766161 1.031240 1.081250
2 5 1 38 both right NaN NaN down NaN 0.249575 0.966235 1.247902 1.297957
2 5 1 39 inner right NaN NaN up NaN 0.249575 1.214141 1.495866 1.545876
2 5 1 40 inner right 1 right left 0.399698 0.249575 0.849595 1.131290 1.181350
2 6 2 1 inner right NaN NaN left NaN 0.257923 NaN 0.000000 0.000000
2 6 2 2 outer right 1 up down NaN 0.257923 1.166270 1.448030 1.498043
2 6 2 3 none left 1 up down NaN 0.257923 0.766337 1.048043 1.098048
2 6 2 4 none right 1 down up NaN 0.257923 1.012791 1.294497 1.344491
2 6 2 5 inner right 1 right down NaN 0.257923 1.216325 1.498059 1.548059
2 6 2 6 inner left 1 up down NaN 0.257923 1.232912 1.514722 1.564719
2 6 2 7 inner left 1 right right NaN 0.257923 1.232987 1.514654 1.564721
2 6 2 8 outer right 1 left right NaN 0.257923 1.166075 1.447817 1.497823
2 6 2 9 none left 1 up down NaN 0.257923 0.944806 1.226558 1.276555
2 6 2 10 both left 1 right down NaN 0.257923 1.166312 1.448030 1.497950
2 6 2 11 both right 1 up down NaN 0.257923 1.166180 1.447942 1.497942
2 6 2 12 none left 1 left left NaN 0.257923 1.229800 1.511457 1.561458
2 6 2 13 none right 1 down left NaN 0.257923 0.816201 1.097963 1.147959
2 6 2 14 both left 1 up right NaN 0.257923 0.766322 1.047989 1.098058
2 6 2 15 outer right 1 right left NaN 0.257923 0.916237 1.198066 1.248034
2 6 2 16 inner right 1 up down NaN 0.257923 1.097155 1.378830 1.428856
2 6 2 17 outer left 1 down up NaN 0.257923 0.800242 1.081993 1.131928
2 6 2 18 both right 1 right up NaN 0.257923 0.845837 1.127577 1.177593
2 6 2 19 inner right 1 right down NaN 0.257923 1.249416 1.531235 1.581231
2 6 2 20 none left 1 left up NaN 0.257923 1.166230 1.447995 1.497966
2 6 2 21 none left 0 down left NaN 0.257923 1.182744 1.464557 1.514562
2 6 2 22 outer left 1 up left NaN 0.257923 0.800138 1.081837 1.131841
2 6 2 23 inner right NaN NaN left NaN 0.257923 NaN 0.000000 0.000000
2 6 2 24 both right 1 right up NaN 0.257923 0.799722 1.081333 1.131408
2 6 2 25 both left 1 up left NaN 0.257923 0.832898 1.114691 1.164644
2 6 2 26 both right 1 right up NaN 0.257923 1.166318 1.448073 1.498024
2 6 2 27 none left 1 left down NaN 0.257923 0.899456 1.181169 1.231225
2 6 2 28 outer left 1 up right NaN 0.257923 1.232854 1.514664 1.564645
2 6 2 29 both left 1 down up NaN 0.257923 1.014679 1.296417 1.346416
2 6 2 30 outer left 1 up left NaN 0.257923 0.899605 1.181298 1.231357
2 6 2 31 none left 1 left left NaN 0.257923 1.166297 1.448139 1.498044
2 6 2 32 none left 1 up right NaN 0.257923 1.049632 1.331316 1.381325
2 6 2 33 inner left 1 right down NaN 0.257923 0.865655 1.147481 1.197508
2 6 2 34 outer left 1 up left NaN 0.257923 0.949623 1.231310 1.281383
2 6 2 35 inner left 1 down down NaN 0.257923 0.932862 1.214707 1.264704
2 6 2 36 both right NaN NaN down NaN 0.257923 1.049539 1.331291 1.381368
2 6 2 37 both left NaN NaN up NaN 0.257923 NaN 0.000000 0.000000
2 6 2 38 outer left NaN NaN right NaN 0.257923 NaN 0.000000 0.000000
2 6 2 39 outer right 1 up up NaN 0.257923 1.032846 1.314597 1.364576
2 6 2 40 inner left 1 down up NaN 0.257923 1.015909 1.297655 1.347605
2 7 1 1 none right NaN NaN up NaN 0.257923 1.215610 1.497323 1.547316
2 7 1 2 outer left 1 up right 0.532840 0.257923 1.249576 1.531209 1.581278
2 7 1 3 both left 1 down right 0.766237 0.432840 0.982902 1.431397 1.481387
2 7 1 4 none right NaN NaN left NaN 0.549538 0.832839 1.414596 1.464572
2 7 1 5 inner left NaN NaN right NaN 0.549538 NaN 0.000000 0.000000
2 7 1 6 none right 1 up right 0.282879 0.549538 0.866189 1.431261 1.481262
2 7 1 7 both left NaN NaN right NaN 0.432840 1.066233 1.514650 1.564719
2 7 1 8 none right 1 down right 0.453633 0.432840 0.932966 1.381356 1.431363
2 7 1 9 outer right NaN NaN left NaN 0.393236 0.945496 1.360513 1.410581
2 7 1 10 inner right NaN NaN down NaN 0.393236 0.999585 1.414607 1.464673
2 7 1 11 outer right NaN NaN left NaN 0.393236 NaN 0.000000 0.000000
2 7 1 12 outer left NaN NaN right NaN 0.393236 0.882755 1.297838 1.347771
2 7 1 13 outer left 1 up left 0.149589 0.393236 1.133724 1.548816 1.598763
2 7 1 14 inner left NaN NaN up NaN 0.353633 0.882901 1.264645 1.314719
2 7 1 15 none left NaN NaN down NaN 0.353633 1.232839 1.614510 1.664580
2 7 1 16 both right NaN NaN down NaN 0.353633 1.049577 1.431382 1.481388
2 7 1 17 outer right NaN NaN down NaN 0.353633 1.015419 1.397175 1.447111
2 7 1 18 none right 1 right down 0.632938 0.353633 1.016156 1.397839 1.447903
2 7 1 19 inner left NaN NaN left NaN 0.393236 1.182889 1.597959 1.647897
2 7 1 20 inner right NaN NaN up NaN 0.393236 0.766199 1.181188 1.231203
2 7 1 21 both left NaN NaN down NaN 0.393236 1.116181 1.531233 1.581304
2 7 1 22 none right NaN NaN right NaN 0.393236 0.900605 1.315619 1.365693
2 7 1 23 inner left NaN NaN right NaN 0.393236 1.198920 1.613994 1.663943
2 7 1 24 both left 1 up right 0.566286 0.393236 0.999878 1.415026 1.465036
2 7 1 25 inner left 1 down right 0.616189 0.432840 0.766244 1.214702 1.264770
2 7 1 26 none right NaN NaN down NaN 0.449563 1.211355 1.692993 1.743000
2 7 1 27 outer left 1 right up 0.266318 0.449563 0.899444 1.364590 1.414601
2 7 1 28 inner right 1 up up 0.498451 0.432840 1.217063 1.665502 1.715494
2 7 1 29 both right NaN NaN up NaN 0.415645 1.216198 1.647963 1.697967
2 7 1 30 outer right 1 up up 0.266335 0.415645 0.866158 1.297916 1.347922
2 7 1 31 inner left 1 down left 0.849660 0.398451 0.999560 1.414635 1.464715
2 7 1 32 outer right 1 right right 0.431855 0.415645 0.799541 1.231375 1.281323
2 7 1 33 both left NaN NaN up NaN 0.398451 0.899575 1.314651 1.364716
2 7 1 34 both left NaN NaN down NaN 0.398451 0.816615 1.231695 1.281756
2 7 1 35 inner left NaN NaN up NaN 0.398451 0.782792 1.197944 1.247930
2 7 1 36 none left 1 up right 0.465170 0.398451 0.932794 1.347932 1.397933
2 7 1 37 none left NaN NaN left NaN 0.381810 1.249524 1.647977 1.698070
2 7 1 38 outer right 1 left down 0.199495 0.381810 0.950015 1.348356 1.398415
2 7 1 39 both left 1 up up 0.266288 0.365170 1.250528 1.632302 1.682296
2 7 1 40 both right NaN NaN left NaN 0.359401 1.000080 1.381757 1.431811
2 8 2 1 outer left NaN NaN left NaN 0.359401 NaN 0.000000 0.000000
2 8 2 2 none left NaN NaN down NaN 0.359401 1.013925 1.395585 1.445645
2 8 2 3 none right NaN NaN down NaN 0.359401 NaN 0.000000 0.000000
2 8 2 4 both right 1 left right NaN 0.359401 0.899434 1.281263 1.331275
2 8 2 5 both right 1 up right NaN 0.359401 0.996814 1.378558 1.428557
2 8 2 6 none left 1 left up NaN 0.359401 0.916234 1.297980 1.348040
2 8 2 7 both left 1 down down NaN 0.359401 1.149518 1.531211 1.581270
2 8 2 8 inner left 1 up down NaN 0.359401 1.066293 1.447959 1.497963
2 8 2 9 both left 1 up right NaN 0.359401 1.066228 1.447932 1.498006
2 8 2 10 inner right 1 down right NaN 0.359401 1.232943 1.614663 1.664673
2 8 2 11 outer left 1 right left NaN 0.359401 1.199577 1.581291 1.631287
2 8 2 12 outer right 1 down right NaN 0.359401 1.114430 1.496105 1.546184
2 8 2 13 inner left 1 up down NaN 0.359401 1.249743 1.631349 1.681319
2 8 2 14 both right 1 right right NaN 0.359401 0.966630 1.348451 1.398454
2 8 2 15 outer right 1 left up NaN 0.359401 0.832847 1.214541 1.264547
2 8 2 16 inner right 1 up down NaN 0.359401 0.866260 1.248056 1.297966
2 8 2 17 none left 1 right down NaN 0.359401 1.082854 1.464607 1.514608
2 8 2 18 both left 1 down down NaN 0.359401 1.182869 1.564699 1.614706
2 8 2 19 outer right 1 left right NaN 0.359401 1.079215 1.460893 1.510992
2 8 2 20 both right 1 up down NaN 0.359401 0.812652 1.194457 1.244458
2 8 2 21 none left 1 down left NaN 0.359401 1.048227 1.430020 1.480053
2 8 2 22 none left 1 right down NaN 0.359401 1.132790 1.514544 1.564609
2 8 2 23 none right 1 up left NaN 0.359401 1.049541 1.431383 1.481436
2 8 2 24 inner right 1 right right NaN 0.359401 1.217076 1.598764 1.648837
2 8 2 25 both right 1 left left NaN 0.359401 0.833132 1.214865 1.264881
2 8 2 26 inner right 1 right left NaN 0.359401 0.932818 1.314572 1.364564
2 8 2 27 none left 1 down left NaN 0.359401 0.966308 1.348007 1.398011
2 8 2 28 inner left 1 up down NaN 0.359401 1.195374 1.577203 1.627213
2 8 2 29 outer right 1 right right NaN 0.359401 0.932963 1.314612 1.364683
2 8 2 30 inner right 1 left right NaN 0.359401 0.932858 1.314528 1.364521
2 8 2 31 inner right 1 down down NaN 0.359401 1.212242 1.594055 1.643999
2 8 2 32 outer left 1 up left NaN 0.359401 1.032972 1.414654 1.464715
2 8 2 33 inner left 1 right up NaN 0.359401 1.064577 1.446342 1.496348
2 8 2 34 both right 1 left left NaN 0.359401 0.966424 1.348181 1.398273
2 8 2 35 outer left 1 down right NaN 0.359401 0.799577 1.181389 1.231315
2 8 2 36 outer left 0 right right NaN 0.359401 1.132860 1.514723 1.564711
2 8 2 37 both right NaN NaN right NaN 0.359401 1.000216 1.381989 1.432060
2 8 2 38 none right 1 down right NaN 0.359401 1.249465 1.631263 1.681324
2 8 2 39 none left 1 up left NaN 0.359401 0.849583 1.231384 1.281338
2 8 2 40 outer left 1 up left NaN 0.359401 1.116256 1.497958 1.548033
2 9 1 1 inner left NaN NaN left NaN 0.359401 NaN 0.000000 0.000000
2 9 1 2 both left NaN NaN up NaN 0.359401 1.149522 1.531267 1.581270
2 9 1 3 inner left 1 up left 0.716145 0.359401 1.064607 1.446365 1.496373
2 9 1 4 none right 1 down left 0.332868 0.616145 0.816156 1.447928 1.497920
2 9 1 5 both right 1 right up 0.532946 0.424506 0.999959 1.448345 1.498418
2 9 1 6 both left 1 up right 0.649527 0.432946 0.947045 1.412184 1.462054
2 9 1 7 inner right 1 down down 0.482772 0.491237 1.016374 1.531354 1.581293
2 9 1 8 none left 1 right right 0.632867 0.432946 1.166181 1.614596 1.664608
2 9 1 9 none left 1 up right 0.233094 0.482907 1.161880 1.660460 1.710314
2 9 1 10 none left NaN NaN left NaN 0.432946 0.912905 1.377997 1.428062
2 9 1 11 outer right 1 up left 0.199584 0.432946 0.816296 1.281322 1.331318
2 9 1 12 inner right NaN NaN left NaN 0.407859 1.166172 1.597915 1.647858
2 9 1 13 inner right 1 down left 0.216204 0.407859 1.116737 1.548461 1.598414
2 9 1 14 inner right 1 up down 0.199564 0.382772 1.182907 1.581219 1.631291
2 9 1 15 outer right 1 up left 0.566217 0.307820 1.166224 1.498002 1.547992
2 9 1 16 none left 1 down right 0.266317 0.382772 0.795366 1.193847 1.243848
2 9 1 17 inner right 1 right down 0.232925 0.307820 1.132956 1.464720 1.514646
2 9 1 18 inner right 1 up up 0.248439 0.232868 1.132884 1.381298 1.431302
2 9 1 19 outer left 1 down up 0.516120 0.199593 0.999596 1.214540 1.264589
2 9 1 20 both left 1 up right 0.532930 0.232868 0.850469 1.098906 1.148940
2 9 1 21 inner left NaN NaN up NaN 0.307820 1.066370 1.398051 1.448074
