person blockN blockType trial flankerSide targetSide respG respC targOri saccStart targOnTimeStamp targOffTimeStamp
8 5 1 28 none right 1 down down 0.000000 1.414726 1.447976
8 5 1 29 inner right 0 NaN down NaN 1.596905 1.630146
8 5 1 30 outer left 1 down left 2767.825792 1.597978 1.631305
8 5 1 31 outer right 1 down down 0.000000 1.581354 1.614685
8 5 1 32 none left 0 NaN left NaN 0.000000 0.000000
8 5 1 33 none right 1 down down 2778.342527 1.181430 1.214701
8 5 1 34 outer left 1 down down 0.000000 1.664405 1.697732
8 5 1 35 none right 1 down up 2787.009182 1.598041 1.631291
8 5 1 36 outer left 0 NaN right NaN 0.000000 0.000000
8 6 2 1 outer left 1 down down NaN 1.497979 1.531295
8 6 2 2 none right 1 down up NaN 1.247947 1.281272
8 6 2 3 inner right 1 down down NaN 1.264639 1.297967
8 6 2 4 inner left 1 down right NaN 1.597938 1.631156
8 6 2 5 outer left 0 NaN down NaN 0.000000 0.000000
8 6 2 6 outer right 1 down down NaN 1.264583 1.297918
8 6 2 7 outer right 0 NaN right NaN 0.000000 0.000000
8 6 2 8 none right 0 NaN down NaN 1.414661 1.447999
8 6 2 9 inner right 1 down up NaN 1.664539 1.697865
8 6 2 10 inner left 1 left right NaN 1.331392 1.364632
8 6 2 11 outer right 1 right down NaN 1.414738 1.447965
8 6 2 12 none left 1 down left NaN 1.331376 1.364622
8 6 2 13 inner left 1 down down NaN 1.247970 1.281235
8 6 2 14 outer left 1 down right NaN 1.247963 1.281231
8 6 2 15 outer right 1 down right NaN 1.497993 1.531391
8 6 2 16 none right 0 NaN down NaN 0.000000 0.000000
8 6 2 17 none right 0 NaN down NaN 0.000000 0.000000
8 6 2 18 outer left 1 down down NaN 1.247987 1.281236
8 6 2 19 outer left 1 down left NaN 1.498049 1.531295
8 6 2 20 none left 1 down up NaN 1.414614 1.447954
8 6 2 21 none right 1 left right NaN 1.664666 1.698056
8 6 2 22 inner right 0 down down NaN 1.248696 1.282025
8 6 2 23 inner left 1 down left NaN 1.664696 1.698045
8 6 2 24 outer left 1 up right NaN 1.498045 1.531303
8 6 2 25 inner left 0 NaN down NaN 0.000000 0.000000
8 6 2 26 none left 1 down down NaN 1.498088 1.531435
8 6 2 27 inner right 0 NaN up NaN 0.000000 0.000000
8 6 2 28 outer left 1 down up NaN 1.414726 1.448001
8 6 2 29 none right 1 up left NaN 1.581396 1.614982
8 6 2 30 inner right 1 up right NaN 1.347989 1.381304
8 6 2 31 inner left 1 down down NaN 1.431238 1.464886
8 6 2 32 outer left 1 down up NaN 1.331305 1.364647
8 6 2 33 none right 1 left left NaN 1.414709 1.448289
8 6 2 34 inner left 1 left up NaN 1.331370 1.364697
8 6 2 35 none left 1 left right NaN 1.498611 1.531955
8 6 2 36 none left 1 up up NaN 1.664658 1.697986
8 7 1 1 inner right 1 down up 0.000000 1.248028 1.281269
8 7 1 2 none left 1 left left 0.000000 1.512685 1.545896
8 7 1 3 none right 0 left left 2960.310599 1.597931 1.631264
8 7 1 4 none right 1 left up 2964.227204 1.181185 1.214509
8 7 1 5 inner left 1 right right 0.241931 2.844283 2.877538
8 7 1 6 inner left 1 right right 0.074955 1.581302 1.614632
8 7 1 7 outer left 1 right down 0.000000 1.497913 1.531173
8 7 1 8 inner right 1 right up 2983.210722 1.614643 1.647964
8 7 1 9 none right 0 NaN down NaN 1.498052 1.531285
8 7 1 10 inner right 0 NaN left NaN 0.000000 0.000000
8 7 1 11 inner left 1 down up 0.000000 1.497940 1.531188
8 7 1 12 none left 0 NaN right NaN 0.000000 0.000000
8 7 1 13 none right 0 NaN right NaN 1.431257 1.464538
8 7 1 14 none right 0 NaN right NaN 1.514687 1.547991
8 7 1 15 inner right 0 down left 3006.944231 1.247967 1.281310
8 7 1 16 inner right 1 up left 0.000000 1.247874 1.281091
8 7 1 17 outer right 1 right up 3015.594287 1.414731 1.447967
8 7 1 18 outer right 1 right right 0.000000 1.328990 1.362259
8 7 1 19 outer right 1 down right 3024.611010 1.266958 1.314620
8 7 1 20 inner left 0 NaN right NaN 1.331098 1.364422
8 7 1 21 none left 1 left left 0.524992 1.248030 1.281276
8 7 1 22 inner right 1 right right 0.074855 1.747986 1.781228
8 7 1 23 inner right 1 right down 0.000000 1.498031 1.531299
8 7 1 24 outer left 1 right left 3044.577844 1.198138 1.231314
8 7 1 25 outer right 1 up up 0.000000 1.581335 1.614671
8 7 1 26 outer right 0 NaN right NaN 1.264534 1.297875
8 7 1 27 outer left 0 NaN left NaN 0.000000 0.000000
8 7 1 28 outer left 0 NaN up NaN 1.431417 1.464677
8 7 1 29 outer right 0 NaN up NaN 0.000000 0.000000
8 7 1 30 none right 1 up right 3065.027947 1.514565 1.547920
8 7 1 31 outer left 0 NaN down NaN 0.000000 0.000000
8 7 1 32 none right 1 up right 0.000000 1.664606 1.697847
8 7 1 33 none right 1 up left 3076.861456 1.414709 1.448043
8 7 1 34 outer left 1 right right 0.000000 1.664384 1.697733
8 7 1 35 none right 0 NaN right NaN 1.180188 1.213441
8 7 1 36 inner right 0 NaN up NaN 1.347918 1.381251
8 8 2 1 none right 1 down down NaN 1.331331 1.364663
8 8 2 2 inner left 1 right up NaN 1.247775 1.281037
8 8 2 3 none left 1 right left NaN 1.414713 1.447997
8 8 2 4 none right 1 left up NaN 1.248853 1.282191
8 8 2 5 none left 1 right right NaN 1.497999 1.531258
8 8 2 6 outer left 1 up down NaN 1.264404 1.297722
8 8 2 7 outer right 0 down right NaN 1.497975 1.531256
8 8 2 8 inner right 0 NaN right NaN 1.581374 1.614634
8 8 2 9 inner right 1 down down NaN 1.248013 1.282438
8 8 2 10 inner right 1 left down NaN 1.347897 1.381238
8 8 2 11 inner right 1 down left NaN 1.582262 1.614308
8 8 2 12 inner left 1 down down NaN 1.247787 1.281044
8 8 2 13 outer left 1 down right NaN 1.414465 1.447707
8 8 2 14 inner right 0 NaN down NaN 1.331134 1.364383
8 8 2 15 none right 0 NaN left NaN 0.000000 0.000000
8 8 2 16 outer right 0 NaN down NaN 0.000000 0.000000
8 8 2 17 none left 0 NaN right NaN 0.000000 0.000000
8 8 2 18 none right 0 down left NaN 1.414649 1.447939
8 8 2 19 inner left 1 left down NaN 1.414583 1.447878
8 8 2 20 none right 0 NaN left NaN 0.000000 0.000000
8 8 2 21 none left 1 left left NaN 1.497956 1.531266
8 8 2 22 inner left 1 up right NaN 1.347805 1.381088
8 8 2 23 inner right 0 NaN left NaN 0.000000 0.000000
8 8 2 24 outer right 1 left down NaN 1.165038 1.197909
8 8 2 25 outer right 0 down right NaN 1.414609 1.447886
8 8 2 26 outer left 1 up up NaN 1.597960 1.631273
8 8 2 27 outer right 0 up right NaN 1.331332 1.364496
8 8 2 28 none left 1 up up NaN 1.331982 1.365251
8 8 2 29 inner left 1 right up NaN 1.331159 1.364413
8 8 2 30 inner right 1 down left NaN 1.164547 1.197809
8 8 2 31 none left 1 up left NaN 1.331106 1.364511
8 8 2 32 outer right 0 NaN right NaN 1.164388 1.197726
8 8 2 33 outer right 0 NaN right NaN 0.000000 0.000000
8 8 2 34 outer right 0 NaN right NaN 0.000000 0.000000
8 8 2 35 outer left 0 NaN left NaN 0.000000 0.000000
8 8 2 36 none right 0 left right NaN 1.331382 1.364632
8 9 1 1 outer left 0 down down 3330.279899 1.414642 1.447977
8 9 1 2 inner left 1 up up 0.258323 3.031587 3.064929
8 9 1 3 inner left 0 NaN left NaN 0.000000 0.000000
8 9 1 4 none left 0 NaN down NaN 0.000000 0.000000
8 9 1 5 none left 1 up up 0.241809 2.915226 2.948606
8 9 1 6 none right 0 left up 0.158272 1.681112 1.714363
8 9 1 7 outer right 1 down down 0.075012 1.495518 1.528777
8 9 1 8 none left 0 down down 0.073812 1.664666 1.698006
8 9 1 9 inner left 0 NaN up NaN 1.681281 1.714613
8 9 1 10 outer left 1 up up 0.075208 1.414509 1.447830
8 9 1 11 inner left 1 up down 0.000000 1.664701 1.697968
8 9 1 12 none right 0 NaN left NaN 1.331297 1.364553
8 9 1 13 outer right 1 up down 0.000000 1.414547 1.447813
8 9 1 14 outer right 0 NaN up NaN 1.414642 1.447988
8 9 1 15 inner left 1 up right 3395.380369 1.181306 1.214566
8 9 1 16 outer right 1 up up 0.624720 1.681203 1.714532
8 9 1 17 outer right 0 NaN left NaN 1.347860 1.381192
8 9 1 18 inner left 1 up right 0.000000 1.514646 1.547899
8 9 1 19 none right 0 NaN left NaN 1.664720 1.698038
8 9 1 20 none right 1 up left 0.608303 1.331369 1.364635
8 9 1 21 none right 0 NaN right NaN 1.260361 1.293687
8 9 1 22 none left 1 up left 0.000000 1.247857 1.281220
8 9 1 23 none right 0 NaN down NaN 1.247129 1.280416
8 9 1 24 outer right 1 up left 0.000000 1.664538 1.697833
8 9 1 25 none right 0 NaN left NaN 1.164387 1.197801
8 9 1 26 inner left 0 NaN down NaN 0.000000 0.000000
8 9 1 27 inner left 1 up right 3442.430701 1.163731 1.197064
8 9 1 28 inner right 1 down up 0.000000 1.578569 1.611803
8 9 1 29 inner left 1 up left 3450.530746 1.598062 1.631305
8 9 1 30 none left 0 NaN right NaN 1.498045 1.531301
8 9 1 31 outer right 0 NaN up NaN 1.581399 1.614688
8 9 1 32 outer left 0 NaN left NaN 0.000000 0.000000
8 9 1 33 inner left 1 right right 0.000000 1.664551 1.697885
8 9 1 34 inner left 1 down left 3468.464245 1.431413 1.464681
8 9 1 35 outer right 1 left left 0.000000 1.581320 1.614640
8 9 1 36 outer left 0 NaN right NaN 1.429004 1.462267
8 10 2 1 outer right 1 up up NaN 1.431320 1.464641
8 10 2 2 none left 1 up down NaN 1.164680 1.197933
8 10 2 3 outer right 1 left right NaN 1.247975 1.281318
8 10 2 4 none left 0 NaN up NaN 0.000000 0.000000
8 10 2 5 outer right 0 NaN down NaN 0.000000 0.000000
8 10 2 6 none left 1 down left NaN 1.348010 1.381399
8 10 2 7 inner right 1 left up NaN 1.348057 1.381342
8 10 2 8 outer left 1 left left NaN 1.497921 1.531241
8 10 2 9 outer left 1 up left NaN 1.498036 1.531284
8 10 2 10 none right 0 left left NaN 1.414646 1.447996
8 10 2 11 none left 1 right left NaN 1.331360 1.364620
8 10 2 12 none right 1 left left NaN 1.264571 1.297901
8 10 2 13 inner left 1 up up NaN 1.414712 1.447962
8 10 2 14 none left 1 down right NaN 1.414592 1.447959
8 10 2 15 none left 1 left left NaN 1.181374 1.214660
8 10 2 16 inner right 1 down down NaN 1.247891 1.281228
8 10 2 17 inner right 1 up right NaN 1.164725 1.198038
8 10 2 18 inner left 1 down down NaN 1.247985 1.281328
8 10 2 19 outer left 1 down down NaN 1.347991 1.381307
8 10 2 20 inner right 1 down right NaN 1.247957 1.281378
8 10 2 21 outer left 1 down up NaN 1.348824 1.382142
8 10 2 22 inner right 1 up down NaN 1.264903 1.298216
8 10 2 23 outer left 1 up down NaN 1.514665 1.547960
8 10 2 24 inner right 0 down right NaN 1.347923 1.381249
8 10 2 25 outer right 1 down down NaN 1.231268 1.264582
8 10 2 26 outer right 1 up up NaN 1.414789 1.448039
8 10 2 27 inner left 1 down up NaN 1.498013 1.531372
8 10 2 28 inner left 0 NaN left NaN 1.331336 1.364662
8 10 2 29 none left 0 NaN down NaN 0.000000 0.000000
8 10 2 30 outer right 1 down up NaN 1.414531 1.447831
8 10 2 31 none right 0 NaN right NaN 1.264678 1.298062
8 10 2 32 inner right 1 up down NaN 1.247846 1.281172
8 10 2 33 outer right 1 down left NaN 1.497981 1.531237
8 10 2 34 none right 0 NaN up NaN 0.000000 0.000000
8 10 2 35 none right 0 NaN right NaN 0.000000 0.000000
8 10 2 36 inner left 0 NaN left NaN 0.000000 0.000000
8 11 1 1 inner left 1 left right 3874.367315 1.414548 1.447808
8 11 1 2 inner left 1 up up 0.325018 2.998714 3.031981
8 11 1 3 outer left 0 NaN down NaN 2.745408 2.778686
8 11 1 4 outer right 0 NaN down NaN 2.914645 2.947911
8 11 1 5 outer right 1 down right 0.241553 3.182129 3.215544
8 11 1 6 inner left 1 down down 0.158149 1.746364 1.779621
8 11 1 7 outer left 0 NaN left NaN 0.000000 0.000000
8 11 1 8 none left 0 NaN left NaN 0.000000 0.000000
8 11 1 9 inner right 1 up up 0.158575 1.748634 1.781957
8 11 1 10 inner right 1 up up 0.074980 1.331032 1.364400
8 11 1 11 inner left 1 up up 0.075181 1.664644 1.697883
8 11 1 12 inner right 1 up down 0.000000 1.496828 1.530052
8 11 1 13 outer left 1 down down 0.000000 1.414742 1.447998
8 11 1 14 outer right 0 NaN left NaN 1.414585 1.447961
8 11 1 15 inner right 0 NaN down NaN 0.000000 0.000000
8 11 1 16 none left 1 down left 0.000000 1.248116 1.281325
8 11 1 17 none right 1 up left 0.000000 1.412037 1.445439
8 11 1 18 outer left 1 down up 3943.851160 1.414689 1.447944
8 11 1 19 inner left 1 left right 0.000000 1.498162 1.531296
8 11 1 20 none left 0 NaN up NaN 1.262666 1.296016
8 11 1 21 none right 1 left left 3955.284629 1.515498 1.548742
8 11 1 22 inner right 1 up up 0.000000 1.331302 1.364556
8 11 1 23 outer right 1 up up 3963.018010 1.347957 1.381300
8 11 1 24 none left 0 NaN right NaN 0.000000 0.000000
8 11 1 25 inner right 0 NaN right NaN 0.000000 0.000000
8 11 1 26 none right 0 NaN up NaN 1.264745 1.298006
8 11 1 27 none left 1 up right 0.000000 1.414576 1.447822
8 11 1 28 inner right 1 up up 0.000000 1.581330 1.614602
8 11 1 29 outer right 0 NaN left NaN 1.431389 1.464648
8 11 1 30 outer right 0 NaN left NaN 1.515595 1.548931
8 11 1 31 outer left 0 NaN left NaN 1.348708 1.382033
8 11 1 32 none left 1 up right 3993.968217 1.431378 1.464650
8 11 1 33 none right 1 up left 3998.318331 1.431376 1.464643
8 11 1 34 none left 1 up down 0.000000 1.331137 1.364420
8 11 1 35 none left 0 NaN left NaN 1.263103 1.296391
8 11 1 36 outer right 1 up down 4009.368384 1.264485 1.297804
8 12 2 1 outer left 1 down right NaN 1.598049 1.631290
8 12 2 2 none left 1 down right NaN 1.431380 1.464646
8 12 2 3 none left 0 NaN right NaN 0.000000 0.000000
8 12 2 4 none right 1 left up NaN 1.331407 1.364680
8 12 2 5 none right 1 up right NaN 1.348049 1.381301
8 12 2 6 outer right 1 up up NaN 1.597995 1.631335
8 12 2 7 none left 1 up up NaN 1.531293 1.564626
8 12 2 8 inner left 1 up up NaN 1.514648 1.547965
8 12 2 9 none left 1 up right NaN 1.581352 1.614676
8 12 2 10 inner right 1 left right NaN 1.681395 1.714658
8 12 2 11 inner left 1 up right NaN 1.681262 1.714589
8 12 2 12 inner right 0 NaN up NaN 0.000000 0.000000
8 12 2 13 outer left 1 up left NaN 1.681345 1.714681
8 12 2 14 none right 1 left left NaN 1.414640 1.447894
8 12 2 15 inner right 1 left right NaN 1.581337 1.614614
8 12 2 16 outer left 1 up left NaN 1.597966 1.631233
8 12 2 17 outer left 0 NaN left NaN 0.000000 0.000000
8 12 2 18 inner right 1 up left NaN 1.531331 1.564663
8 12 2 19 outer right 0 up up NaN 1.414483 1.447812
8 12 2 20 inner right 0 NaN up NaN 0.000000 0.000000
8 12 2 21 inner right 1 left down NaN 1.681342 1.714653
8 12 2 22 outer left 1 up right NaN 1.348170 1.381498
8 12 2 23 inner left 1 up right NaN 1.431297 1.464644
8 12 2 24 outer right 1 left up NaN 1.331388 1.364627
8 12 2 25 outer right 0 NaN left NaN 0.000000 0.000000
8 12 2 26 none left 0 NaN up NaN 0.000000 0.000000
8 12 2 27 outer right 0 NaN right NaN 0.000000 0.000000
8 12 2 28 none left 1 down right NaN 1.664649 1.697911
8 12 2 29 outer right 0 left right NaN 1.347962 1.381284
8 12 2 30 inner right 0 NaN up NaN 0.000000 0.000000
8 12 2 31 none left 1 up right NaN 1.514691 1.548013
8 12 2 32 inner right 0 left down NaN 1.348071 1.381319
8 12 2 33 none left 1 left right NaN 1.581422 1.614641
8 12 2 34 none right 0 NaN left NaN 0.000000 0.000000
8 12 2 35 inner right 1 left right NaN 1.414749 1.448022
8 12 2 36 outer left 1 left down NaN 1.597965 1.631276
8 13 1 1 outer left 0 NaN down NaN 0.000000 0.000000
8 13 1 2 inner left 1 up down 0.000000 1.497871 1.531202
8 13 1 3 outer left 1 down down 4195.153077 1.497278 1.530657
8 13 1 4 inner left 1 down right 0.241645 2.915550 2.948866
8 13 1 5 none right 1 down left 0.096044 1.681425 1.714683
8 13 1 6 inner left 1 left left 0.000000 1.264663 1.297975
8 13 1 7 none left 0 NaN down NaN 0.000000 0.000000
8 13 1 8 outer right 0 NaN right NaN 1.264586 1.297849
8 13 1 9 outer right 1 left down 0.000000 1.598736 1.631986
8 13 1 10 outer left 1 left up 4223.653235 1.431505 1.464745
8 13 1 11 none left 0 NaN right NaN 1.514994 1.548344
8 13 1 12 inner right 1 down down 4231.719953 1.347964 1.381223
8 13 1 13 inner left 1 up up 0.000000 1.581130 1.614395
8 13 1 14 none right 1 up left 4240.436717 1.514466 1.547720
8 13 1 15 none left 1 right right 0.000000 1.498222 1.531473
8 13 1 16 none left 1 right down 4248.153481 1.265001 1.298259
