person blockN blockType trial flankerSide targetSide respG respC targOri saccStart targOnTimeStamp targOffTimeStamp
10 13 1 15 none right 1 left left 0.624920 1.346246 1.379575
10 13 1 16 none left 1 up up 0.075172 1.514592 1.547854
10 13 1 17 outer left NaN NaN left NaN 1.781413 1.814816
10 13 1 18 none left 1 right down 0.075036 1.431500 1.464762
10 13 1 19 outer left 1 left left 0.074683 1.681364 1.714694
10 13 1 20 inner left 1 up up 0.624899 1.347965 1.381292
10 13 1 21 outer right NaN NaN right NaN 1.764705 1.797964
10 13 1 22 inner right 1 left right 0.074901 1.759983 1.793224
10 13 1 23 inner left 0 up up 0.074941 1.347841 1.381099
10 13 1 24 none left 1 up up 0.541862 1.432212 1.465544
10 13 1 25 inner left 1 right right 0.092587 1.614675 1.647931
10 13 1 26 outer right 1 up up 0.000000 1.514548 1.547809
10 13 1 27 inner right 1 left down 0.000000 1.498086 1.531284
10 13 1 28 none left 1 up up 0.000000 1.348108 1.381377
10 13 1 29 inner left 1 down right 0.000000 1.348033 1.381311
10 13 1 30 outer right 1 up up 15958.659457 1.431212 1.464597
10 13 1 31 inner right 0 left up 0.708269 1.431358 1.464617
10 13 1 32 none right 1 left left 0.000000 1.681479 1.731485
10 13 1 33 none left NaN NaN left NaN 0.000000 0.000000
10 13 1 34 outer right 1 up down 0.000000 1.514674 1.547921
10 13 1 35 inner right 1 down left 15978.792955 1.198679 1.231998
10 13 1 36 inner right 1 left down 0.000000 1.414643 1.447948
10 14 2 1 none right 1 left left NaN 1.331227 1.364605
10 14 2 2 none left 1 up left NaN 1.598388 1.631689
10 14 2 3 none right 1 right right NaN 1.531355 1.564597
10 14 2 4 none right 1 right up NaN 1.331246 1.364525
10 14 2 5 outer left 1 right right NaN 1.181225 1.214481
10 14 2 6 inner right 1 right right NaN 1.514404 1.547731
10 14 2 7 outer left 1 right left NaN 1.214528 1.247860
10 14 2 8 inner left 1 up down NaN 1.430664 1.464008
10 14 2 9 inner right NaN NaN up NaN 1.431570 1.464824
10 14 2 10 outer left NaN NaN up NaN 0.000000 0.000000
10 14 2 11 inner right 1 up right NaN 1.264558 1.297889
10 14 2 12 outer left 1 right down NaN 1.248028 1.281402
10 14 2 13 inner left 1 right right NaN 1.495564 1.528905
10 14 2 14 none left 1 down down NaN 1.181295 1.214547
10 14 2 15 inner left 1 left down NaN 1.164634 1.197901
10 14 2 16 outer right 1 up left NaN 1.181382 1.214655
10 14 2 17 inner right 0 left right NaN 1.431322 1.464584
10 14 2 18 none right 1 left left NaN 1.181280 1.214534
10 14 2 19 outer left 1 up down NaN 1.264660 1.297909
10 14 2 20 outer right NaN NaN up NaN 0.000000 0.000000
10 14 2 21 inner left 1 right left NaN 1.182029 1.215413
10 14 2 22 outer right 1 left up NaN 1.414600 1.448022
10 14 2 23 none right 1 left left NaN 1.514705 1.547958
10 14 2 24 outer right 1 left right NaN 1.248622 1.281967
10 14 2 25 outer left 1 up right NaN 1.265566 1.298892
10 14 2 26 none right 1 down right NaN 1.514655 1.547929
10 14 2 27 inner left 1 up left NaN 1.414696 1.447962
10 14 2 28 inner right 1 down up NaN 1.597967 1.631316
10 14 2 29 inner left 0 right left NaN 1.498027 1.531271
10 14 2 30 none right 1 down down NaN 1.514504 1.547827
10 14 2 31 none right 1 down down NaN 1.431951 1.465214
10 14 2 32 outer left 1 right right NaN 1.431308 1.464629
10 14 2 33 inner right 1 left left NaN 1.431273 1.464609
10 14 2 34 none left 1 up right NaN 1.347896 1.381144
10 14 2 35 outer left 1 right left NaN 1.514631 1.547942
10 14 2 36 none right 1 left left NaN 1.598024 1.631281
10 15 1 1 none left 1 right right 16233.111662 1.365154 1.398477
10 15 1 2 outer right 1 left up 0.241329 2.931373 2.964657
10 15 1 3 none left 0 right right 0.324707 2.764610 2.797877
10 15 1 4 none right 1 left up 0.791505 1.764643 1.797952
10 15 1 5 none right 1 left left 1.041559 1.931163 1.964490
10 15 1 6 inner left NaN NaN left NaN 2.097873 2.131118
10 15 1 7 inner right 1 left up 0.241534 2.264635 2.297964
10 15 1 8 outer left 1 left up 0.241811 1.682008 1.715284
10 15 1 9 outer right 1 up right 0.158300 1.681151 1.714457
10 15 1 10 none right 1 down right 0.608529 1.582055 1.615334
10 15 1 11 outer left 1 right right 0.158162 1.598020 1.631264
10 15 1 12 inner left NaN NaN right NaN 1.681358 1.714636
10 15 1 13 inner right 1 down down 0.158251 1.765335 1.798568
10 15 1 14 none left 1 right down 0.074815 1.681380 1.714636
10 15 1 15 outer left 0 left right 0.075127 1.514644 1.547969
10 15 1 16 inner right 1 up up 0.074887 1.331898 1.365242
10 15 1 17 inner right 1 right right 0.074817 1.347778 1.381088
10 15 1 18 inner right NaN NaN right NaN 1.431287 1.464698
10 15 1 19 outer left NaN NaN up NaN 1.597945 1.631228
10 15 1 20 outer left 1 left left 0.074805 1.348065 1.381262
10 15 1 21 inner right 1 right right 0.074751 1.681356 1.714596
10 15 1 22 inner right 0 right right 0.000000 1.614448 1.647771
10 15 1 23 outer right 1 right down 0.000000 1.365102 1.398385
10 15 1 24 none right 1 up up 0.000000 1.598053 1.631350
10 15 1 25 inner left NaN NaN down NaN 1.664563 1.697815
10 15 1 26 outer right 1 right right 0.000000 1.597908 1.631232
10 15 1 27 outer left NaN NaN right NaN 0.000000 0.000000
10 15 1 28 none left 1 right up 0.000000 1.414602 1.447852
10 15 1 29 outer right 1 up down 0.000000 1.431140 1.464453
10 15 1 30 outer left 1 right right 16357.012732 1.181326 1.214632
10 15 1 31 inner left NaN NaN down NaN 1.264695 1.298048
10 15 1 32 none left 1 right right 0.000000 1.681350 1.714610
10 15 1 33 inner right 1 up down 16370.179492 1.614719 1.647942
10 15 1 34 none left NaN NaN up NaN 1.264916 1.298254
10 15 1 35 none right 1 left left 0.000000 1.597960 1.631287
10 15 1 36 none left 1 right left 16382.129556 1.347831 1.381160
10 16 2 1 none left 1 right up NaN 1.598690 1.631926
10 16 2 2 inner left 1 left left NaN 1.681290 1.714608
10 16 2 3 outer left 1 up left NaN 1.431238 1.464520
10 16 2 4 inner right 1 up right NaN 1.681250 1.714572
10 16 2 5 inner right NaN NaN left NaN 0.000000 0.000000
10 16 2 6 inner left 1 down up NaN 1.431441 1.464640
10 16 2 7 outer right 1 left up NaN 1.247926 1.281173
10 16 2 8 none left NaN NaN left NaN 1.498031 1.531291
10 16 2 9 inner right 1 up down NaN 1.681379 1.714611
10 16 2 10 none left 1 down down NaN 1.497920 1.531172
10 16 2 11 none right NaN NaN right NaN 1.681201 1.714524
10 16 2 12 outer left 1 right down NaN 1.414678 1.447941
10 16 2 13 inner left 1 right left NaN 1.531287 1.564604
10 16 2 14 none right 1 up down NaN 1.614581 1.647899
10 16 2 15 inner left 1 right left NaN 1.681288 1.714674
10 16 2 16 outer right 1 left left NaN 1.432266 1.465530
10 16 2 17 none left 0 up up NaN 1.597839 1.631158
10 16 2 18 outer left 1 up up NaN 1.264612 1.298068
10 16 2 19 outer right 1 down left NaN 1.431330 1.464616
10 16 2 20 inner right 1 left left NaN 1.343964 1.377334
10 16 2 21 outer right 1 down down NaN 1.348051 1.381320
10 16 2 22 none left 1 left left NaN 1.681256 1.714608
10 16 2 23 none left 1 up up NaN 1.414700 1.448024
10 16 2 24 outer left 1 up up NaN 1.248117 1.281343
10 16 2 25 none left 1 up up NaN 1.581414 1.614745
10 16 2 26 outer left 1 up left NaN 1.497861 1.531187
10 16 2 27 inner right 1 left left NaN 1.264741 1.298066
10 16 2 28 outer left 0 up down NaN 1.598436 1.631686
10 16 2 29 inner right 1 left down NaN 1.664663 1.697933
10 16 2 30 outer right 0 up right NaN 1.581226 1.614573
10 16 2 31 inner left 1 up left NaN 1.331372 1.364637
10 16 2 32 outer right 0 up up NaN 1.348701 1.381944
10 16 2 33 none left 0 left left NaN 1.431322 1.464584
10 16 2 34 inner right 1 left right NaN 1.264633 1.297875
10 16 2 35 none right 1 left left NaN 1.514464 1.547800
10 16 2 36 none left 0 down down NaN 1.514626 1.548027
