person blockN blockType trial flankerSide targetSide respG respC targOri saccStart targOnTimeStamp targOffTimeStamp
9 3 1 15 outer left 1 up up 0.000000 1.681843 1.715109
9 3 1 16 none right 1 right up 0.000000 1.347887 1.381128
9 3 1 17 none right 1 left left 0.000000 1.347830 1.381173
9 3 1 18 outer right 1 left left 0.000000 1.597940 1.631336
9 3 1 19 none right NaN NaN down NaN 0.000000 0.000000
9 3 1 20 outer left 1 down down 21401.894799 1.431300 1.464630
9 3 1 21 inner left 1 right down 21405.594809 1.347856 1.381183
9 3 1 22 inner right 1 left left 0.000000 1.664501 1.697929
9 3 1 23 none left 1 down down 21414.544894 1.264561 1.297907
9 3 1 24 none left 1 up up 0.000000 1.681324 1.714658
9 3 1 25 inner left NaN NaN right NaN 1.427275 1.460530
9 3 1 26 outer left NaN NaN left NaN 0.000000 0.000000
9 3 1 27 outer left 1 up down 21427.478302 1.598158 1.631427
9 3 1 28 outer left 1 up up 0.000000 1.597889 1.631236
9 3 1 29 inner right 1 left right 21434.378442 1.347890 1.381166
9 3 1 30 outer right 1 left left 0.000000 1.331262 1.364575
9 3 1 31 inner left 1 left left 0.000000 1.281221 1.314553
9 3 1 32 none left NaN NaN up NaN 0.000000 0.000000
9 3 1 33 inner left 1 down up 21446.611794 1.178227 1.211509
9 3 1 34 outer left 1 down left 21449.961814 1.510424 1.543703
9 3 1 35 inner left 1 right right 0.000000 1.264741 1.298028
9 3 1 36 none right NaN NaN left NaN 1.181246 1.214513
9 4 2 1 outer left 1 up up NaN 1.497972 1.531305
9 4 2 2 inner left 1 up up NaN 1.265027 1.298269
9 4 2 3 none right 1 left right NaN 1.181210 1.214498
9 4 2 4 outer right 1 down up NaN 1.597900 1.631162
9 4 2 5 inner right 1 up down NaN 1.515533 1.548790
9 4 2 6 inner right 1 right down NaN 1.265111 1.298421
9 4 2 7 none right 1 right right NaN 1.197973 1.231304
9 4 2 8 none left 1 down down NaN 1.597906 1.631145
9 4 2 9 none right 1 left left NaN 1.431292 1.464571
9 4 2 10 outer right 1 right right NaN 1.431293 1.464575
9 4 2 11 outer right 1 left left NaN 1.347943 1.381282
9 4 2 12 inner right NaN NaN left NaN 1.597913 1.631127
9 4 2 13 none left 1 left left NaN 1.264527 1.297784
9 4 2 14 inner right 1 up down NaN 1.181227 1.214501
9 4 2 15 inner left 1 up up NaN 1.347885 1.381135
9 4 2 16 none left 1 left left NaN 1.347969 1.381274
9 4 2 17 outer left 1 down right NaN 1.431230 1.464523
9 4 2 18 inner right 1 down down NaN 1.514759 1.547971
9 4 2 19 outer left 1 down down NaN 1.281270 1.314610
9 4 2 20 inner left 1 right right NaN 1.264692 1.297942
9 4 2 21 none left 1 left left NaN 1.514550 1.547820
9 4 2 22 inner left 1 right right NaN 1.181247 1.214523
9 4 2 23 inner right 1 left right NaN 1.597985 1.631313
9 4 2 24 outer right 1 left down NaN 1.265439 1.298698
9 4 2 25 outer left 1 right right NaN 1.431218 1.464480
9 4 2 26 none left 1 down down NaN 1.598023 1.631331
9 4 2 27 outer left 0 up up NaN 1.514572 1.547855
9 4 2 28 inner left 1 right down NaN 1.514578 1.547927
9 4 2 29 none left 1 right right NaN 1.347941 1.381259
9 4 2 30 none right NaN NaN up NaN 1.514582 1.547852
9 4 2 31 outer right NaN NaN right NaN 0.000000 0.000000
9 4 2 32 outer right 1 up down NaN 1.598035 1.631279
9 4 2 33 outer right 1 right left NaN 1.347884 1.381152
9 4 2 34 none right 1 left down NaN 1.347922 1.381207
9 4 2 35 none right 1 right right NaN 1.597961 1.631161
9 4 2 36 inner right 1 down right NaN 1.347970 1.381228
9 5 1 1 outer left 1 down left 21607.196420 1.597954 1.631300
9 5 1 2 none right 1 left left 0.241559 2.847976 2.881224
9 5 1 3 none right 1 up up 0.241441 2.764626 2.797903
9 5 1 4 inner left NaN NaN down NaN 0.000000 0.000000
9 5 1 5 inner right 1 left left 0.074815 1.348032 1.381293
9 5 1 6 inner right NaN NaN down NaN 1.431277 1.464536
9 5 1 7 none right 0 down down 0.074854 1.760033 1.793281
9 5 1 8 outer right 1 down down 0.074930 1.764546 1.797909
9 5 1 9 outer left NaN NaN up NaN 1.681515 1.714759
9 5 1 10 none left 1 left right 0.000000 1.514518 1.547842
9 5 1 11 outer right 0 down down 21645.688091 1.259843 1.293100
9 5 1 12 outer left 1 right right 0.000000 1.681361 1.714655
9 5 1 13 none right 1 right up 21653.946756 1.531229 1.564496
9 5 1 14 none right NaN NaN left NaN 0.000000 0.000000
9 5 1 15 outer left NaN NaN right NaN 1.681319 1.714586
9 5 1 16 none left NaN NaN left NaN 1.347970 1.381248
9 5 1 17 none right NaN NaN up NaN 1.264631 1.297908
9 5 1 18 inner left 1 right down 0.000000 1.676505 1.709750
9 5 1 19 inner left NaN NaN up NaN 1.598051 1.631284
9 5 1 20 inner right 1 right up 21677.613601 1.364590 1.397831
9 5 1 21 outer right 1 left left 0.000000 1.447923 1.497924
9 5 1 22 inner left 1 left left 21684.280337 1.181263 1.214516
9 5 1 23 none left NaN NaN right NaN 0.000000 0.000000
9 5 1 24 outer right NaN NaN left NaN 1.514609 1.547892
9 5 1 25 inner right NaN NaN left NaN 1.430616 1.463857
9 5 1 26 inner left 1 up up 0.000000 1.681295 1.714612
9 5 1 27 inner left 1 down down 21701.613791 1.598000 1.631254
9 5 1 28 inner right 1 down down 0.000000 1.681358 1.714624
9 5 1 29 none right 1 right left 21708.930576 1.264626 1.297958
9 5 1 30 outer right 1 right right 0.000000 1.514538 1.547822
9 5 1 31 none right 1 left left 21716.097247 1.364552 1.397799
9 5 1 32 outer right NaN NaN up NaN 0.000000 0.000000
9 5 1 33 inner left 1 right right 0.000000 1.345490 1.378824
9 5 1 34 none left 1 left left 21725.497298 1.360621 1.393886
9 5 1 35 outer right NaN NaN down NaN 0.000000 0.000000
9 5 1 36 outer right 1 right right 0.000000 1.426813 1.460068
9 6 2 1 none right 1 down up NaN 1.347996 1.381327
9 6 2 2 outer left 0 right right NaN 1.347867 1.381147
9 6 2 3 outer right 1 up down NaN 1.265144 1.298458
9 6 2 4 outer right 1 up left NaN 1.597867 1.631124
9 6 2 5 inner left 1 up up NaN 1.264717 1.298012
9 6 2 6 none left NaN NaN down NaN 0.000000 0.000000
9 6 2 7 none right 1 down left NaN 1.264633 1.297899
9 6 2 8 inner left 1 right right NaN 1.597858 1.631119
9 6 2 9 inner left 0 left left NaN 1.348415 1.381677
9 6 2 10 outer right NaN NaN right NaN 0.000000 0.000000
9 6 2 11 none right 1 down right NaN 1.514600 1.547961
9 6 2 12 outer left 1 up up NaN 1.431275 1.464540
9 6 2 13 outer left 1 left left NaN 1.431298 1.464566
9 6 2 14 outer right 1 up down NaN 1.264610 1.297831
9 6 2 15 inner left 0 left left NaN 1.431299 1.464574
9 6 2 16 outer left 0 left left NaN 1.431344 1.464589
9 6 2 17 inner left 1 left left NaN 1.597899 1.631155
9 6 2 18 none right NaN NaN left NaN 0.000000 0.000000
9 6 2 19 inner left 1 down down NaN 1.514646 1.547908
9 6 2 20 outer left 1 down left NaN 1.431333 1.464601
9 6 2 21 inner right 1 down down NaN 1.181206 1.214465
9 6 2 22 none right 1 down down NaN 1.264670 1.298007
9 6 2 23 none left 1 left left NaN 1.518375 1.564485
9 6 2 24 none left 1 down down NaN 1.431173 1.464572
9 6 2 25 outer left 1 left left NaN 1.432064 1.465333
9 6 2 26 inner right 1 down down NaN 1.597964 1.631234
9 6 2 27 inner right 1 left left NaN 1.597996 1.631264
9 6 2 28 outer left 1 up up NaN 1.264472 1.297911
9 6 2 29 inner left 1 down down NaN 1.181243 1.214484
9 6 2 30 none left 1 up up NaN 1.431242 1.464530
9 6 2 31 inner right 1 left down NaN 1.514521 1.547871
9 6 2 32 none left NaN NaN down NaN 0.000000 0.000000
9 6 2 33 inner left 1 down down NaN 1.597954 1.631189
9 6 2 34 outer right 1 right right NaN 1.597920 1.631262
9 6 2 35 none right 1 down up NaN 1.431254 1.464577
9 6 2 36 none left 0 left left NaN 1.348155 1.381497
9 7 1 1 outer left 1 left left 22123.750615 1.531196 1.564502
9 7 1 2 none left 1 left left 0.241511 3.098011 3.131259
9 7 1 3 inner left 1 down down 0.241508 2.931350 2.964628
9 7 1 4 outer left NaN NaN right NaN 0.000000 0.000000
9 7 1 5 outer right 1 right right 0.074757 1.764669 1.797986
9 7 1 6 outer left 1 left left 0.074802 1.681237 1.714560
9 7 1 7 outer left 1 right right 0.074614 1.347905 1.381154
9 7 1 8 inner left 1 right right 0.000000 1.347933 1.381184
9 7 1 9 none left 1 right right 22153.384168 1.197821 1.231142
9 7 1 10 outer right 1 right left 0.000000 1.681246 1.714554
9 7 1 11 outer right NaN NaN right NaN 0.000000 0.000000
9 7 1 12 inner right 1 right down 22162.834192 1.614612 1.647934
9 7 1 13 inner left 1 left left 0.000000 1.261166 1.294480
9 7 1 14 outer right 1 right left 22169.900934 1.597950 1.631205
9 7 1 15 inner left 1 down down 0.000000 1.264609 1.297965
9 7 1 16 inner left 1 up up 22176.500977 1.181250 1.214495
9 7 1 17 outer left NaN NaN left NaN 0.000000 0.000000
9 7 1 18 none right 1 left left 0.000000 1.593157 1.626483
9 7 1 19 inner left NaN NaN right NaN 1.181338 1.214603
9 7 1 20 outer right 1 right right 22189.634404 1.447809 1.481131
9 7 1 21 inner right 1 right right 0.000000 1.431127 1.464394
9 7 1 22 inner left NaN NaN up NaN 0.000000 0.000000
9 7 1 23 none left 1 down left 22198.834519 1.431218 1.464486
9 7 1 24 none left 1 right up 0.000000 1.343282 1.376597
9 7 1 25 none right 1 left up 22205.551205 1.264431 1.297777
9 7 1 26 none left 1 right down 0.000000 1.597970 1.635521
9 7 1 27 inner left 1 right right 22213.001282 1.514490 1.547818
9 7 1 28 outer right NaN NaN down NaN 0.000000 0.000000
9 7 1 29 none right 1 up up 0.000000 1.681226 1.714621
9 7 1 30 none left NaN NaN right NaN 1.514612 1.547877
9 7 1 31 none right 1 right down 22226.134713 1.597950 1.631221
9 7 1 32 inner left NaN NaN right NaN 0.000000 0.000000
9 7 1 33 inner left 1 right right 0.000000 1.681322 1.714576
9 7 1 34 none right 1 down down 22235.551480 1.197884 1.231214
9 7 1 35 outer right 1 right up 0.000000 1.514653 1.547884
9 7 1 36 none right 1 up up 22242.618115 1.514462 1.547840
9 8 2 1 inner left 0 left left NaN 1.597913 1.631276
9 8 2 2 outer right 1 up down NaN 1.261837 1.295153
9 8 2 3 none left 1 left left NaN 1.264420 1.297747
9 8 2 4 none right 1 up up NaN 1.264580 1.297982
9 8 2 5 none right 1 down down NaN 1.681450 1.714729
9 8 2 6 outer right 1 right right NaN 1.681204 1.714461
9 8 2 7 none left NaN NaN down NaN 1.431288 1.464476
9 8 2 8 none right 1 right left NaN 1.263818 1.297111
9 8 2 9 outer right 1 up up NaN 1.514621 1.547885
9 8 2 10 inner left 1 down right NaN 1.597895 1.631176
9 8 2 11 none left 0 down down NaN 1.431247 1.481486
9 8 2 12 outer right 1 up right NaN 1.348037 1.381297
9 8 2 13 outer right 1 down down NaN 1.431152 1.464507
9 8 2 14 outer left 1 up up NaN 1.264714 1.297953
9 8 2 15 outer left 1 down right NaN 1.431201 1.464541
9 8 2 16 inner right NaN NaN right NaN 0.000000 0.000000
9 8 2 17 outer right 1 down right NaN 1.597950 1.631239
9 8 2 18 inner left 1 up left NaN 1.681187 1.714463
9 8 2 19 inner left 1 down down NaN 1.681182 1.714493
9 8 2 20 inner left NaN NaN down NaN 0.000000 0.000000
9 8 2 21 none left 1 right right NaN 1.348024 1.381269
9 8 2 22 outer left 0 left left NaN 1.514898 1.548212
9 8 2 23 inner right 1 up right NaN 1.681320 1.714582
9 8 2 24 none left NaN NaN left NaN 0.000000 0.000000
9 8 2 25 outer right 1 right down NaN 1.597027 1.630298
9 8 2 26 inner right 1 left left NaN 1.681305 1.714685
9 8 2 27 none right 1 right left NaN 1.431259 1.464538
9 8 2 28 outer right NaN NaN left NaN 0.000000 0.000000
9 8 2 29 inner right 1 left up NaN 1.431214 1.464489
9 8 2 30 none right NaN NaN up NaN 0.000000 0.000000
9 8 2 31 inner left 1 right down NaN 1.348023 1.381612
9 8 2 32 none left 1 left left NaN 1.597877 1.631151
9 8 2 33 none left NaN NaN up NaN 0.000000 0.000000
9 8 2 34 inner right 1 up left NaN 1.347949 1.381232
9 8 2 35 inner right 1 up up NaN 1.431348 1.464662
9 8 2 36 outer right NaN NaN down NaN 0.000000 0.000000
9 9 1 1 inner right 1 up up 0.000000 1.514591 1.547924
9 9 1 2 none left 1 up up 22493.236750 1.264621 1.297890
9 9 1 3 inner right 1 left left 0.408100 2.847950 2.881218
9 9 1 4 outer right NaN NaN up NaN 0.000000 0.000000
9 9 1 5 outer right 1 left left 0.241729 1.681293 1.714683
9 9 1 6 inner left NaN NaN down NaN 1.514573 1.547790
9 9 1 7 inner right 1 up up 0.158502 1.697980 1.731274
9 9 1 8 inner right NaN NaN right NaN 0.000000 0.000000
9 9 1 9 outer right 1 right right 0.074944 1.597934 1.631166
9 9 1 10 none left 1 up up 0.088334 1.364615 1.397876
9 9 1 11 none left 1 up up 0.000000 1.514975 1.548264
9 9 1 12 none left 1 right down 0.000000 1.343889 1.377244
9 9 1 13 inner left 1 up up 22532.137098 1.614658 1.648004
9 9 1 14 inner left NaN NaN up NaN 0.000000 0.000000
9 9 1 15 none left NaN NaN up NaN 1.698012 1.731294
9 9 1 16 inner right 1 right right 0.000000 1.597915 1.631222
9 9 1 17 inner right NaN NaN right NaN 1.446265 1.479546
9 9 1 18 outer right NaN NaN left NaN 0.000000 0.000000
9 9 1 19 none left NaN NaN up NaN 0.000000 0.000000
9 9 1 20 inner right 1 right down 22554.603959 1.531235 1.564537
9 9 1 21 outer left 1 right up 0.000000 1.431241 1.464534
9 9 1 22 none left 1 down right 22561.696868 1.431798 1.465082
9 9 1 23 outer right 1 up up 0.000000 1.681283 1.714568
9 9 1 24 outer right NaN NaN down NaN 0.000000 0.000000
9 9 1 25 outer left 1 down left 0.000000 1.597945 1.631198
9 9 1 26 none right NaN NaN left NaN 0.000000 0.000000
9 9 1 27 inner left 1 left left 22578.454135 1.260215 1.310488
9 9 1 28 none right NaN NaN right NaN 0.000000 0.000000
9 9 1 29 none left 1 up up 22584.587458 1.595475 1.628734
9 9 1 30 none left 1 up up 0.000000 1.581868 1.615202
9 9 1 31 outer left 1 right right 22591.376295 1.347945 1.381216
9 9 1 32 outer right NaN NaN down NaN 0.000000 0.000000
9 9 1 33 outer left 1 left left 0.000000 1.262169 1.295534
9 9 1 34 inner left NaN NaN up NaN 0.000000 0.000000
9 9 1 35 outer right 1 right down 22603.137668 1.431396 1.464672
9 9 1 36 none right 1 left left 0.000000 1.510253 1.543518
9 10 2 1 outer right 1 down down NaN 1.365086 1.398454
9 10 2 2 outer left 1 down down NaN 1.347909 1.381322
9 10 2 3 none left 0 up up NaN 1.347881 1.381154
9 10 2 4 none left NaN NaN up NaN 0.000000 0.000000
9 10 2 5 none left 1 up up NaN 1.514611 1.547902
9 10 2 6 inner right NaN NaN up NaN 0.000000 0.000000
9 10 2 7 none right NaN NaN left NaN 0.000000 0.000000
9 10 2 8 inner right 1 left up NaN 1.264703 1.298028
9 10 2 9 outer left 1 up right NaN 1.264518 1.297846
9 10 2 10 inner right NaN NaN up NaN 1.181203 1.214468
9 10 2 11 none left NaN NaN right NaN 0.000000 0.000000
9 10 2 12 inner left 0 up up NaN 1.514634 1.547910
9 10 2 13 inner right 1 down left NaN 1.598222 1.631476
9 10 2 14 none right NaN NaN right NaN 0.000000 0.000000
9 10 2 15 none left NaN NaN right NaN 0.000000 0.000000
9 10 2 16 outer right 1 down left NaN 1.347964 1.381186
9 10 2 17 inner right NaN NaN right NaN 0.000000 0.000000
9 10 2 18 inner left 1 up up NaN 1.514636 1.547963
9 10 2 19 none right 1 up left NaN 1.181302 1.214517
9 10 2 20 inner left 1 up up NaN 1.597876 1.631150
9 10 2 21 none left 1 right right NaN 1.514533 1.547814
9 10 2 22 outer right 1 down down NaN 1.181236 1.214580
9 10 2 23 none right NaN NaN left NaN 1.597982 1.631244
9 10 2 24 none left 1 left left NaN 1.281264 1.314511
9 10 2 25 outer left 1 left up NaN 1.162527 1.195825
9 10 2 26 outer right NaN NaN down NaN 0.000000 0.000000
9 10 2 27 inner left 0 up up NaN 1.581350 1.614600
9 10 2 28 inner left 0 right right NaN 1.281230 1.314516
9 10 2 29 outer right 1 down left NaN 1.264592 1.297890
9 10 2 30 none left 0 up up NaN 1.264646 1.297905
9 10 2 31 outer left 1 right right NaN 1.581185 1.614522
9 10 2 32 outer right 1 right right NaN 1.614587 1.647908
9 10 2 33 outer right NaN NaN left NaN 1.514641 1.547898
9 10 2 34 inner right NaN NaN down NaN 0.000000 0.000000
9 10 2 35 outer left 1 left left NaN 1.597976 1.631292
9 10 2 36 inner left 0 right right NaN 1.431757 1.464976
9 11 1 1 none left 1 right right 22921.473565 1.281280 1.314554
9 11 1 2 outer left NaN NaN up NaN 3.181222 3.214572
9 11 1 3 inner left 1 left left 0.241442 3.097925 3.131219
9 11 1 4 inner left 1 right right 0.074714 3.014564 3.047827
9 11 1 5 outer right 0 right down 0.074822 1.764606 1.797866
9 11 1 6 outer left 1 down down 0.000000 1.431350 1.464599
9 11 1 7 inner right 1 down left 22949.023855 1.597966 1.631395
9 11 1 8 inner left 1 up up 0.000000 1.598147 1.631405
9 11 1 9 outer right 1 right down 0.000000 1.514568 1.547848
9 11 1 10 none left 1 down right 22960.297185 1.361068 1.394436
9 11 1 11 none right 1 left down 22964.007247 1.443517 1.476745
9 11 1 12 inner right NaN NaN up NaN 0.000000 0.000000
9 11 1 13 outer left 1 up up 0.000000 1.348062 1.381412
9 11 1 14 outer left 1 left left 22973.057295 1.281274 1.314548
9 11 1 15 none right NaN NaN up NaN 0.000000 0.000000
9 11 1 16 inner right 1 up down 0.708161 1.264649 1.297896
9 11 1 17 inner left 1 right right 0.074954 1.428163 1.461429
9 11 1 18 inner right 1 down down 0.000000 1.681291 1.714642
9 11 1 19 outer left 1 down left 22989.559373 1.181224 1.214481
9 11 1 20 inner right 1 down up 0.558358 1.447941 1.481270
9 11 1 21 none right 1 left left 0.074858 1.431305 1.464569
9 11 1 22 inner right 1 left left 0.000000 1.514659 1.547920
9 11 1 23 none left NaN NaN up NaN 1.461053 1.494324
9 11 1 24 none right 1 left left 23006.824268 1.514604 1.547983
9 11 1 25 outer left NaN NaN down NaN 1.681231 1.714566
9 11 1 26 outer left NaN NaN left NaN 1.681214 1.714544
9 11 1 27 none right 1 right right 0.000000 1.514594 1.547917
9 11 1 28 outer left 1 down down 23021.474372 1.593674 1.627001
9 11 1 29 none left NaN NaN right NaN 1.431673 1.465004
9 11 1 30 outer left NaN NaN left NaN 1.261149 1.294354
9 11 1 31 inner right 1 right right 0.000000 1.514621 1.547960
9 11 1 32 outer left NaN NaN up NaN 1.282104 1.315386
9 11 1 33 none left NaN NaN left NaN 1.431288 1.464539
9 11 1 34 inner right NaN NaN left NaN 0.000000 0.000000
9 11 1 35 none left NaN NaN left NaN 0.000000 0.000000
9 11 1 36 none left NaN NaN right NaN 1.514611 1.547883
9 12 2 1 inner left 1 left left NaN 1.264583 1.297952
9 12 2 2 inner left 1 down left NaN 1.181215 1.214470
9 12 2 3 none left 0 up up NaN 1.281309 1.314575
9 12 2 4 none right 1 down up NaN 1.285164 1.331301
9 12 2 5 inner left 1 down down NaN 1.264619 1.297883
9 12 2 6 none right NaN NaN left NaN 1.514544 1.547881
9 12 2 7 none right NaN NaN down NaN 0.000000 0.000000
9 12 2 8 inner left 1 up up NaN 1.598028 1.631292
9 12 2 9 outer right 1 up up NaN 1.598003 1.631355
9 12 2 10 none left 1 left left NaN 1.514617 1.547867
9 12 2 11 inner right NaN NaN left NaN 0.000000 0.000000
9 12 2 12 inner right 1 up right NaN 1.264632 1.297954
9 12 2 13 outer right 1 right up NaN 1.376635 1.409902
9 12 2 14 inner right NaN NaN down NaN 0.000000 0.000000
9 12 2 15 outer left 1 down right NaN 1.181295 1.214522
9 12 2 16 outer right NaN NaN up NaN 0.000000 0.000000
9 12 2 17 outer right 1 left down NaN 1.264684 1.297939
9 12 2 18 inner right NaN NaN left NaN 0.000000 0.000000
9 12 2 19 outer left 0 left left NaN 1.414670 1.448013
9 12 2 20 none left 0 left left NaN 1.264647 1.297874
9 12 2 21 none right NaN NaN left NaN 1.581412 1.614756
9 12 2 22 inner left 1 left down NaN 1.498008 1.531236
9 12 2 23 inner left 1 down up NaN 1.514565 1.547822
9 12 2 24 inner left 0 right right NaN 1.265075 1.298420
9 12 2 25 outer left 1 right up NaN 1.347192 1.380479
9 12 2 26 inner left NaN NaN left NaN 0.000000 0.000000
9 12 2 27 none left 1 right right NaN 1.514644 1.547904
9 12 2 28 none right 1 left right NaN 1.347948 1.381275
9 12 2 29 outer right 1 up up NaN 1.447889 1.481170
9 12 2 30 outer left 1 up up NaN 1.614632 1.647932
9 12 2 31 none right NaN NaN down NaN 0.000000 0.000000
9 12 2 32 outer right 1 up down NaN 1.331157 1.364535
9 12 2 33 none left 1 down down NaN 1.264133 1.297409
9 12 2 34 none left 1 up up NaN 1.514609 1.547867
9 12 2 35 outer right 1 right down NaN 1.597886 1.631149
9 12 2 36 outer left 1 left left NaN 1.514596 1.547811
9 13 1 1 outer left 0 down right 0.000000 1.281279 1.314533
9 13 1 2 outer left 1 down down 0.000000 1.631255 1.664532
9 13 1 3 inner left NaN NaN left NaN 0.000000 0.000000
9 13 1 4 none left NaN NaN right NaN 1.347929 1.381192
9 13 1 5 none right 1 right up 23499.011582 1.197969 1.231218
9 13 1 6 none left 1 left left 0.000000 1.447962 1.481311
9 13 1 7 outer right NaN NaN left NaN 0.000000 0.000000
9 13 1 8 inner right 1 left left 23508.044984 1.344162 1.377461
9 13 1 9 inner left NaN NaN down NaN 1.214534 1.247799
9 13 1 10 outer right 1 down down 23514.595046 1.431269 1.464521
9 13 1 11 inner right 1 up up 0.325009 2.931310 2.964626
9 13 1 12 inner right NaN NaN right NaN 0.000000 0.000000
9 13 1 13 inner left 1 down down 0.157953 1.597883 1.631186
9 13 1 14 outer left NaN NaN up NaN 0.000000 0.000000
9 13 1 15 outer right 1 down down 0.074896 1.681289 1.714574
9 13 1 16 none right 1 down up 0.000000 1.431294 1.464583
